question_index,expected_answer,answer,has_err_agent,has_err_graph,has_err_tog,has_err_instruction,has_err_other,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,method,rep,model,questions
10,Chatbots zur Stärkung der Demokratie,Haus der kleinen Forschung,0,0,0,1,0,0,1,2,1,1768628754.7081656,10.223544120788574,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
11,Live-Musik,Workshop,0,0,0,1,0,0,1,2,1,1768628982.6201377,10.261682510375977,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
12,17:00-21:30 Uhr,,0,0,0,1,0,0,1,2,1,1768629321.0089047,12.579843044281006,0,0.0,1,formatog_d3_p1,1,llama3.1:8b,lndw25
13,https://www.langenachtderwissenschaften.de/programm/detail/51498,https://www.langenachtderwissenschaften.de,0,0,0,0,0,1,2,2,1,1768629720.0963922,14.735932350158691,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
14,25,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768630006.0321789,15.948508977890016,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
15,https://www.langenachtderwissenschaften.de/programm/detail/51151,https://www.eventbrite.de/e/auf-biegen-und-brechen-die-sciencetainment-show-tickets-196882111097/,0,0,0,0,0,1,2,2,1,1768628818.2981827,18.637478828430176,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
16,Juri Mertens,Universität,0,0,0,0,0,1,2,2,1,1768629083.3331454,14.726032972335815,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
17,"Wissensmarkt (HZA)
Verlängerte Hertzallee
10623 Berlin
",,0,0,0,1,0,0,2,3,1,1768629525.3621757,20.747841835021973,0,0.0,1,formatog_d3_p1,1,llama3.1:8b,lndw25
18,https://www.langenachtderwissenschaften.de/programm/detail/51348,Brauhaus-Gasthof Locher,0,0,0,1,0,0,3,4,2,1768629956.9624224,27.83976435661316,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
19,17:30-23:15 Uhr,Technische Universität Berlin,0,0,0,0,0,1,2,2,1,1768630464.7326674,13.470922708511353,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
20,"Das Open-Battery-Projekt bietet eine offene Transferplattform für Software- und Hardwarekomponenten, die um ein batteriegestütztes Photovoltaiksystem mit Netzanschluss angesiedelt sind. Dieser quelloffene Ansatz des Projekts ermöglicht es Privatpersonen, Vereinen, Communitys oder Unternehmen auf der ganzen Welt, an der Energiewende teilzunehmen und sie mitzugestalten. Aktuell befindet sich das Open-Battery-Projekt in der Entwicklungsphase. Hardware- und Softwarekomponenten werden zusammen mit Student:innen ausgelegt, aufgebaut und getestet.",Energiewende,0,0,0,0,0,1,2,2,1,1768628906.7761352,15.420963764190674,0,0.038461538461538464,0,formatog_d3_p1,1,llama3.1:8b,lndw25
21,23:30-00:00 Uhr,19:00-19:30 Uhr,0,0,0,0,0,1,2,3,1,1768629242.6920245,23.72532367706299,0,0.5,0,formatog_d3_p1,1,llama3.1:8b,lndw25
22,Studentisches Projekt „Automatisiertes Fahren“,Haus der Ideen,0,0,0,0,0,1,2,3,1,1768629688.0394733,28.510608673095703,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
23,Science Slam – Brainpower mit Entertainment-Faktor,Late-Night-Highlights,0,0,0,0,0,1,2,2,1,1768630249.77898,14.97708535194397,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
24,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Turbulentes Chaos: Wie können numerische Simulationen helfen?,0,0,0,0,0,1,2,2,1,1768630717.9737651,15.836379289627075,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
25,Science Slam – Brainpower mit Entertainment-Faktor,Late-Night-Highlights *,0,0,0,0,0,1,2,2,1,1768629190.7644644,15.599356889724731,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
26,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Science Slam – Brainpower mit Entertainment-Faktor,0,0,0,0,0,1,2,2,1,1768629549.2242773,12.595964670181274,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
27,⚡ Blitztastisch! Die elektrisierende Energieshow für Kinder,,0,0,0,1,0,0,1,2,1,1768629921.6850274,11.450249195098875,0,0.0,1,formatog_d3_p1,1,llama3.1:8b,lndw25
28,Papier macht kreativ – Blumen basteln in der Gartenbaubibliothek,Universitätsbibliothek,0,0,0,0,0,1,2,2,1,1768630158.84306,14.782318353652954,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
29,Quantum Walks vs. Drunkard‘s Walk – wie Quantenteilchen schneller ans Ziel kommen,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768630490.0516436,24.785825967788696,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
30,Lokfahren für Anfänger:innen,Bahnhofszentrum oder Bahnhofsrestaurant,0,0,0,1,0,0,1,2,1,1768629275.4661765,12.818670749664308,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
31,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Lesung,0,0,0,0,0,1,2,3,1,1768629629.717456,18.779534339904785,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
32,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Erdgeschoss der Uni-Bibliothek,0,0,0,0,0,1,4,4,2,1768630017.8069253,27.176896810531616,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
33,Eine „Lesepfote“ zu Gast in der Bibliothek,Lesung,0,0,0,0,0,1,2,3,1,1768630362.9928703,20.90632653236389,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
34,Kopf trifft Körper: Teste deine Fitness und Motorik im TU-SportLab!,Olympische Spiele,0,0,0,1,0,0,1,2,1,1768630740.322697,11.422325372695925,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
35,"Haus des Lernens (MAR)
Marchstraße 23
10587 Berlin
Raum MAR 0.011 (EG)",Einstein Center Digital Future (ECDF),0,0,0,0,0,1,2,3,1,1768629421.2062638,15.688278436660768,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
36,Roboter im öffentlichen Raum: Mensch und Maschine mitten im Leben,Diskussion,0,0,0,0,0,1,2,3,1,1768629710.1673477,14.430088996887209,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
37,Tourismushistorischer Dia- und Filmabend,Kindercampus,0,0,0,0,0,1,4,6,2,1768629961.135831,26.057021617889404,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
38,5 Euro,,0,0,0,1,0,0,3,4,2,1768630250.4969327,14.842888116836548,0,0.0,1,formatog_d3_p1,1,llama3.1:8b,lndw25
39,jedes Alter,2025,0,0,0,0,0,1,2,1,1,1768630451.310441,4.362793207168579,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
40,Technische Universität Berlin,Lange Nacht der Wissenschaften e. V.,0,0,0,0,0,1,2,2,1,1768629643.146421,12.39943790435791,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
41,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),Lange Nacht der Wissenschaften,0,0,0,0,0,1,2,1,1,1768629765.9026906,8.116789102554321,0,0.5454545454545454,0,formatog_d3_p1,1,llama3.1:8b,lndw25
42,New Practice in Art and Technology / Workshops,keine spezifische Veranstaltung genannt,0,0,0,1,0,0,1,2,1,1768629933.0024707,11.04314351081848,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
43,Veranstaltung auf Englisch,Deutsch,0,0,0,0,0,1,2,2,1,1768630363.566344,25.292990922927856,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
44,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,ab 19:30 Uhr,0,0,0,0,0,1,2,2,1,1768630816.4262474,14.396865844726562,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
45,21:00-21:20 Uhr,21:20,0,0,0,0,0,1,2,3,1,1768630244.0016005,15.146811246871948,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
46,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,1,0,0,4,4,2,1768630540.6398647,16.226154565811157,0,0.0,1,formatog_d3_p1,1,llama3.1:8b,lndw25
47,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,,0,0,0,1,0,0,2,3,1,1768630791.5452886,12.95918583869934,0,0.0,1,formatog_d3_p1,1,llama3.1:8b,lndw25
48,Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur,Foyer,0,0,0,1,0,0,1,2,1,1768631082.6300066,6.069685697555542,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
49,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen","Karneval, Fasnacht, Oktoberfest",0,0,0,1,0,0,1,2,1,1768631320.5289187,6.825244665145874,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
50,Zukunft der Energie: nachhaltig durch KI,Robotik Show,0,0,0,1,0,0,4,4,2,1768630445.678013,36.49983096122742,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
51,über 1000,über 1.000,0,0,0,0,0,1,4,3,2,1768630878.031,17.331709384918213,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
52,etwa 50,62,0,0,0,1,0,0,1,2,1,1768631129.4373026,13.0660080909729,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
53,Science Slam – Brainpower mit Entertainment-Faktor,Science Slam – Brainpower mit Entertainment-Faktor,0,0,0,0,0,1,2,2,1,1768631385.077425,15.037031412124634,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
54,Berlin,Deutschland,0,0,0,0,0,1,2,1,1,1768631514.1041465,7.181887865066528,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
55,FaSTTUBe – das elektrische Rennauto des Formula Student Team TU Berlin,Formel-1,0,0,0,0,0,1,2,2,1,1768630720.8391116,9.126662254333496,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
56,Wie moderne Mobilfunknetze funktionieren – Identitätsmanagement in 6G-Netzwerken,Lange Nacht der Forschung,0,0,0,0,0,1,2,3,1,1768630975.5721416,17.525961875915527,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
57,"Die Lange Nacht der Wissenschaften in Berlin ist ein Gemeinschaftsprojekt wissenschaftlicher sowie wissenschaftsnaher Einrichtungen der Region und findet einmal jährlich statt. Veranstalter ist der Lange Nacht der Wissenschaften e. V. (LNDW e. V.), in dem sich wissenschaftliche Einrichtungen zusammengeschlossen haben. Finanziert wird die Lange Nacht der Wissenschaften weitgehend von den beteiligten wissenschaftlichen Einrichtungen selbst. Auch die Ticketeinnahmen werden vollständig für die Finanzierung der Gesamtveranstaltung verwendet. Die Lange Nacht der Wissenschaften wird von zahlreichen Partnern aus der Region unterstützt. Über den Einsatz der Mittel entscheidet die Mitgliederversammlung des LNDW e. V.",Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768631268.831828,8.262920141220093,0,0.08108108108108107,0,formatog_d3_p1,1,llama3.1:8b,lndw25
58,"Haus der Ideen (H)
Straße des 17. Juni 135
10623 Berlin
Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)",Haus der Ideen,0,0,0,0,0,1,2,3,1,1768631487.982375,15.085145235061646,0,0.19999999999999998,0,formatog_d3_p1,1,llama3.1:8b,lndw25
59,17:30-23:20 Uhr,17:30-23:20 Uhr,0,0,0,0,0,1,2,2,1,1768631739.2300322,8.432840347290039,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
60,Barrierefreier Rollstuhlzugang,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,2,2,1,1768630954.2373986,14.32516622543335,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
61,Experiment,Technik,0,0,0,0,0,1,2,2,1,1768631262.396168,14.747025966644289,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
62,Demonstration,Demonstration,0,0,0,0,0,1,2,3,1,1768631638.205608,23.27039074897766,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
63,Fluoreszierender Wärmeübertrager,Langenacht der Wissenschaften,0,0,0,0,0,1,2,3,1,1768631944.925619,22.80367541313171,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
64,Technische Universität Berlin,Technische Universität Berlin,0,0,0,0,0,1,2,2,1,1768632401.1691718,15.86328148841858,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
65,Technische Universität Berlin,Lange Nacht der Wissenschaften,0,0,0,0,0,1,2,2,1,1768630950.7092526,13.904595613479614,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
66,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Einstein Center Digital Future (ECDF),0,0,0,0,0,1,2,3,1,1768631111.3702147,24.555719137191772,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
67,Mitmachexperiment,Veranstaltung,0,0,0,0,0,1,2,2,1,1768631510.3831887,13.829118967056274,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
68,Ausstellung,Diskussion,0,0,0,0,0,1,2,2,1,1768631838.8429332,13.817120552062988,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
69,Wissenschaftliche Ergebnisse offen zugänglich machen durch Information Management,digitalen Transformation,0,0,0,0,0,1,2,2,1,1768632175.3168156,20.082693338394165,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
70,17:00-00:00 Uhr,17:00-00:00 Uhr,0,0,0,0,0,1,2,2,1,1768631045.215107,13.646239042282104,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
71,Geeignet für Kinder,"Fach- und Führungskräfte in Forschungseinrichtungen, Hochschulen und industriellen Unternehmen",0,0,0,1,0,0,4,4,2,1768631371.4871695,35.53867530822754,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
72,17:00-17:15 Uhr,2025,0,0,0,0,0,1,2,2,1,1768631761.718723,14.450603723526,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
73,"Im Fahrsimulator erleben fahrende Personen realitätsnahes Fahrverhalten mit Rundumsicht. Eine Fahrdynamiksimulation erzeugt das realistische Lenkgefühl, die aktive Pedalerie ermöglicht zum Beispiel das bekannte ABS-Ruckeln. Beim Bremsen und Beschleunigen nickt das Fahrzeug, in Kurven wankt es. Kenngrößen der Mensch-Fahrzeug-Interaktion und des Fahrzustands werden aufgezeichnet und ermöglichen eine Bewertung von Fahrfunktionen und Fahrleistung. So können sicherheitskritische Situationen und deren Beherrschbarkeit bis in den Grenzbereich erprobt und untersucht werden. Geeignet ab 15 Jahren.",Realistisches Fahrgefühl,0,0,0,0,0,1,2,2,1,1768632092.5607328,16.010706186294556,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
74,21:45-22:00 Uhr,2014,0,0,0,0,0,1,2,2,1,1768632516.9176776,16.782901287078857,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
75,Demonstration,Demonstration,0,0,0,0,0,1,2,3,1,1768631131.7347786,22.43108606338501,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
76,Barrierefreier Rollstuhlzugang,barrierefreier Rollstuhlzugang,0,0,0,0,0,1,2,2,1,1768631519.4029534,15.26383924484253,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
77,17:00-22:00 Uhr,INGenius,0,0,0,0,0,1,2,2,1,1768631784.8473215,14.073378801345823,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
78,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Halle,0,0,0,0,0,1,2,3,1,1768632148.830868,24.56802749633789,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
79,Mitmachexperiment,Veranstaltung,0,0,0,0,0,1,2,2,1,1768632413.9287803,12.788904905319214,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
80,Geeignet für Kinder,jedes Alter,0,0,0,0,0,1,2,2,1,1768631139.726485,13.46266222000122,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
81,Detektive im Heizungskeller: intelligente Messtechnik für die Wärmewende von „Delta Heat“,Bundesnetzagentur,0,0,0,1,0,0,1,2,1,1768631394.176843,10.44866156578064,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
82,Future Security Lab – Sicherheitsforschung zum Anfassen,Future Security Lab – Sicherheitsforschung zum Anfassen,0,0,0,0,0,1,2,2,1,1768631652.1138844,13.187711477279665,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
83,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Hasso-Plattner-Institut (HPI),0,0,0,1,0,0,4,5,2,1768632013.08026,30.10843181610107,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
84,17:00-00:00 Uhr,17:00-00:00 Uhr,0,0,0,0,0,1,2,2,1,1768632349.773586,14.072089672088625,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
85,Geeignet für Kinder,Kinder,0,0,0,0,0,1,2,2,1,1768631284.3901088,13.343087911605837,0,0.5,0,formatog_d3_p1,1,llama3.1:8b,lndw25
86,Installation,Installation,0,0,0,0,0,1,2,2,1,1768631580.618301,14.91045331954956,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
87,Zukunft der Energie: nachhaltig durch KI,Haus der Erlebbaren KI,0,0,0,0,0,1,2,2,1,1768631880.5110722,14.539358854293823,0,0.25,0,formatog_d3_p1,1,llama3.1:8b,lndw25
88,Zukunft der Energie: nachhaltig durch KI,SEKI-Installation,0,0,0,1,0,0,1,2,1,1768632204.0197062,8.942899465560913,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
89,Future Security Lab – Sicherheitsforschung zum Anfassen,Brandenburg Tor,0,0,0,0,0,1,2,2,1,1768632455.845262,11.083383560180664,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
90,Stich für Stich nachhaltig – Sticken fürs Klima,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768631410.3209872,16.648410081863403,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
91,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,FabLab,0,0,0,1,0,0,4,4,2,1768631755.318158,31.371397018432617,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
92,Mitmachexperiment,Mitmachexperiment,0,0,0,0,0,1,2,2,1,1768631983.5661318,14.781689643859863,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
93,17:30-21:30 Uhr,"07.05.2023, 19:00 Uhr",0,0,1,0,0,0,4,4,2,1768632321.1797776,26.02012348175049,0,0.4,0,formatog_d3_p1,1,llama3.1:8b,lndw25
94,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Westen,0,0,0,0,0,1,2,3,1,1768632642.5000196,19.617961168289185,0,0.33333333333333337,0,formatog_d3_p1,1,llama3.1:8b,lndw25
95,Spiel,Spiel,0,0,0,0,0,1,2,3,1,1768631655.869999,13.717080354690552,1,1.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
96,Geeignet für Kinder,jedes Alter,0,0,0,0,0,1,2,2,1,1768631919.0751517,7.653829574584961,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
97,17:00-22:00 Uhr,10. Mai,0,0,0,0,0,1,2,3,1,1768632107.379906,13.802696228027344,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
98,Saturday SatelLight Fever – wofür braucht der Satellit Licht?,Scientific Space Lab,0,0,0,0,0,1,2,2,1,1768632405.9399908,10.266165733337402,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
99,Karriere und Jobs an der TU Berlin,Infostände,0,0,0,1,0,0,1,2,1,1768632716.6593003,7.705512523651123,0,0.0,0,formatog_d3_p1,1,llama3.1:8b,lndw25
0,https://www.langenachtderwissenschaften.de/programm/detail/51327,https://www.example.com/event/12345,0,0,0,0,0,1,2,2,1,1768627806.9105852,19.596559524536133,0,0.0,0,formatog_d2_p1,1,llama3.1:8b,lndw25
1,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Lange Nacht der Wissenschaften,0,0,0,0,0,1,2,2,1,1768628210.9321904,13.221194505691528,0,0.0,0,formatog_d2_p1,1,llama3.1:8b,lndw25
2,"Wie kann man Dinge zum Schweben bringen? Student:innen des Projektlabors Physik zeigen euch physikalische Zaubertricks, die Alltagsgegenstände schwerelos machen können. Auch lebendige Flüssigkeiten und optische Täuschungen laden zum Mitmachen und Anfassen ein. Geeignet für Kinder ab 6 Jahren.",https://www.langenachtderwissenschaften.de/programm/detail/51305,0,0,0,0,0,1,2,1,1,1768628523.9128942,7.432795763015747,0,0.0,0,formatog_d2_p1,1,llama3.1:8b,lndw25
3,Programmieren lernen für Kinder und Einsteiger:innen,Infostand,0,0,0,0,0,1,2,3,1,1768628861.6056025,23.00120496749878,0,0.0,0,formatog_d2_p1,1,llama3.1:8b,lndw25
4,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Quantenphysik,0,0,0,0,0,1,2,2,1,1768629188.1575625,14.534704446792604,0,0.0,0,formatog_d2_p1,1,llama3.1:8b,lndw25
5,https://www.langenachtderwissenschaften.de/programm/detail/51248,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,2,2,1,1768628086.86734,8.713332176208496,0,0.0,0,formatog_d2_p1,1,llama3.1:8b,lndw25
