metric,method,count,mean,std,min,25%,50%,75%,max,sum
kg_calls,formatog_d3_p3,100.0,4.84,1.1345804190416506,1.0,4.0,5.0,6.0,6.0,484.0
kg_calls,formatog_noctx_d3_p3,100.0,4.9,1.0298573010888745,2.0,4.0,5.0,6.0,6.0,490.0
kg_calls,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,tog_d3_p3,100.0,2.02,0.8643325211229224,1.0,1.0,2.0,3.0,3.0,202.0
agent_calls,cot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,formatog_d3_p3,100.0,2.72,0.766469012729639,1.0,2.0,3.0,3.0,4.0,272.0
agent_calls,formatog_noctx_d3_p3,100.0,2.78,0.7859884081701064,1.0,2.0,3.0,3.0,4.0,278.0
agent_calls,io_few_shot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,io_zero_shot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,tog_d3_p3,100.0,3.02,0.8643325211229224,2.0,2.0,3.0,4.0,4.0,302.0
reached_depth,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,formatog_d3_p3,100.0,1.3,0.4605661864718382,1.0,1.0,1.0,2.0,2.0,130.0
reached_depth,formatog_noctx_d3_p3,100.0,1.35,0.4793724854411022,1.0,1.0,1.0,2.0,2.0,135.0
reached_depth,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,tog_d3_p3,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
duration,cot,100.0,11.057614839076995,2.316563218809615,5.653533935546875,9.702543616294863,10.707069516181946,11.97981458902359,18.70189929008484,1105.7614839076996
duration,formatog_d3_p3,100.0,42.6808185172081,19.574630932409953,8.423842191696167,31.226571202278137,42.124608516693115,52.54305571317673,158.3649618625641,4268.08185172081
duration,formatog_noctx_d3_p3,100.0,42.14790675640106,16.896844575967407,7.494614124298096,30.54295653104782,42.01832473278046,52.374107003211975,90.20010495185852,4214.790675640106
duration,io_few_shot,100.0,5.277493982315064,1.724974603205598,2.8090391159057617,3.9807912707328796,5.05046534538269,5.944286227226257,11.791038990020752,527.7493982315063
duration,io_zero_shot,100.0,6.265626938343048,2.0488184660485995,3.378700256347656,4.5704832673072815,5.935596942901611,7.522784233093262,13.780907392501833,626.5626938343048
duration,tog_d3_p3,100.0,47.525231337547304,16.92380769543082,19.343964099884033,34.42940282821655,44.87280607223511,58.44124501943588,86.2405960559845,4752.52313375473
exact_match,cot,100.0,0.02,0.14070529413628968,0.0,0.0,0.0,0.0,1.0,2.0
exact_match,formatog_d3_p3,100.0,0.24,0.42923469599092784,0.0,0.0,0.0,0.0,1.0,24.0
exact_match,formatog_noctx_d3_p3,100.0,0.24,0.42923469599092784,0.0,0.0,0.0,0.0,1.0,24.0
exact_match,io_few_shot,100.0,0.01,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,1.0
exact_match,io_zero_shot,100.0,0.01,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,1.0
exact_match,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,cot,100.0,0.027303215303215302,0.152143605020118,0.0,0.0,0.0,0.0,1.0,2.7303215303215302
f1,formatog_d3_p3,100.0,0.2972134992830319,0.4271216798269741,0.0,0.0,0.0,0.700956937799043,1.0,29.721349928303194
f1,formatog_noctx_d3_p3,100.0,0.29595226052179313,0.42369934262091635,0.0,0.0,0.0,0.6194331983805668,1.0,29.595226052179317
f1,io_few_shot,100.0,0.023366829891420055,0.12154256536176418,0.0,0.0,0.0,0.0,1.0,2.3366829891420053
f1,io_zero_shot,100.0,0.026411185338295885,0.12298789977381401,0.0,0.0,0.0,0.0,1.0,2.6411185338295886
f1,tog_d3_p3,100.0,0.002666666666666666,0.02666666666666666,0.0,0.0,0.0,0.0,0.2666666666666666,0.2666666666666666
is_no_answer,cot,100.0,0.59,0.4943110704237103,0.0,0.0,1.0,1.0,1.0,59.0
is_no_answer,formatog_d3_p3,100.0,0.27,0.4461960433384737,0.0,0.0,0.0,1.0,1.0,27.0
is_no_answer,formatog_noctx_d3_p3,100.0,0.28,0.4512608598542129,0.0,0.0,0.0,1.0,1.0,28.0
is_no_answer,io_few_shot,100.0,0.67,0.47258156262526074,0.0,0.0,1.0,1.0,1.0,67.0
is_no_answer,io_zero_shot,100.0,0.63,0.4852365870939097,0.0,0.0,1.0,1.0,1.0,63.0
is_no_answer,tog_d3_p3,100.0,0.78,0.4163331998932266,0.0,1.0,1.0,1.0,1.0,78.0
