question_index,expected_answer,answer,has_err_agent,has_err_graph,has_err_tog,has_err_instruction,has_err_other,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,method,rep,model,questions
29,Quantum Walks vs. Drunkard‘s Walk – wie Quantenteilchen schneller ans Ziel kommen,,0,0,0,1,0,0,12,6,2,1768717512.610144,27.69567632675171,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
30,Lokfahren für Anfänger:innen,Einblicke in den modernen Bahnbetrieb und Lokfahren für Anfänger:innen,0,0,0,0,0,1,5,2,1,1768717597.9916508,10.062879800796509,0,0.5454545454545454,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
31,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,0,0,0,0,0,1,12,5,2,1768717657.2797313,23.884471893310547,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
32,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,,0,0,0,1,0,0,17,8,3,1768717773.319536,45.916154861450195,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
33,Eine „Lesepfote“ zu Gast in der Bibliothek,Lesejury,0,0,0,1,0,0,5,3,1,1768717880.3832462,13.005065441131592,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
34,Kopf trifft Körper: Teste deine Fitness und Motorik im TU-SportLab!,Olympiade,0,0,0,1,0,0,12,6,2,1768717952.888558,28.43816089630127,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
35,"Haus des Lernens (MAR)
Marchstraße 23
10587 Berlin
Raum MAR 0.011 (EG)",Haus der Digitalisierung (RKF) TU Berlin im Einstein Center Digital Future (ECDF),0,0,0,0,0,1,6,3,1,1768718040.1502025,16.660349369049072,0,0.18181818181818182,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
36,Roboter im öffentlichen Raum: Mensch und Maschine mitten im Leben,Haus des Lernens,0,0,0,0,0,1,11,6,2,1768718125.7199442,27.37216567993164,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
37,Tourismushistorischer Dia- und Filmabend,Campustour für kleine Entdecker:innen,0,0,0,0,0,1,12,6,2,1768718217.3345616,29.11222672462463,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
38,5 Euro,5 Euro,0,0,0,0,0,1,6,2,1,1768718301.4261365,8.158185243606567,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
39,jedes Alter,,0,0,0,1,0,0,3,2,1,1768718351.2914534,6.362334489822388,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
40,Technische Universität Berlin,Technische Universität Berlin,0,0,0,0,0,1,8,3,2,1768718412.6737566,9.262243509292604,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
41,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),Lange Nacht der Wissenschaften e. V. (LNDW e. V.),0,0,0,0,0,1,5,1,1,1768718448.00354,2.932279586791992,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
42,New Practice in Art and Technology / Workshops,,0,0,0,1,0,0,5,2,1,1768718492.7689128,13.455502033233644,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
43,Veranstaltung auf Englisch,de,0,0,0,1,0,0,6,3,1,1768718560.7844007,22.551729917526245,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
44,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,1,0,0,3,2,1,1768718629.275621,6.8474555015563965,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
45,21:00-21:20 Uhr,21:00-21:20 Uhr,0,0,0,0,0,1,4,3,1,1768718688.6951983,14.117568731307983,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
46,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,1,0,0,2,2,1,1768718726.1154995,6.881197452545166,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
47,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,Historisch-ökologische Exkursion über den Steglitz Fichtenberg,0,0,0,0,0,1,5,3,1,1768718775.3425996,14.36730694770813,0,0.8000000000000002,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
48,Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur,,0,0,0,1,0,0,3,2,1,1768718837.2841492,7.893103837966919,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
49,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen","Historisch-ökologische Exkursion über den Steglitzer Fichtenberg, Die Atmosphäre in der Stadt erforschen – Einblicke in das Stadtklima-Observatorium Berlin",0,0,0,0,0,1,6,3,1,1768718879.0576246,14.840359210968018,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
50,Zukunft der Energie: nachhaltig durch KI,Flugsimulator MARS,0,0,0,0,0,1,12,4,2,1768718956.5973706,24.714109659194943,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
51,über 1000,über 1.000,0,0,0,0,0,1,11,4,2,1768719041.3337116,15.691372871398926,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
52,etwa 50,150,0,0,0,1,0,0,3,2,1,1768719097.202583,6.0995612144470215,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
53,Science Slam – Brainpower mit Entertainment-Faktor,Science Slam,0,0,0,0,0,1,2,1,1,1768719153.1282802,2.137531042098999,0,0.5,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
54,Berlin,Berlin,0,0,0,0,0,1,5,1,1,1768719183.4483893,2.3565003871917725,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
55,FaSTTUBe – das elektrische Rennauto des Formula Student Team TU Berlin,Formel 1,0,0,0,1,0,0,7,4,2,1768719240.4926825,13.672842264175417,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
56,Wie moderne Mobilfunknetze funktionieren – Identitätsmanagement in 6G-Netzwerken,BBC,0,0,0,1,0,0,4,3,1,1768719289.687667,22.402921199798584,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
57,"Die Lange Nacht der Wissenschaften in Berlin ist ein Gemeinschaftsprojekt wissenschaftlicher sowie wissenschaftsnaher Einrichtungen der Region und findet einmal jährlich statt. Veranstalter ist der Lange Nacht der Wissenschaften e. V. (LNDW e. V.), in dem sich wissenschaftliche Einrichtungen zusammengeschlossen haben. Finanziert wird die Lange Nacht der Wissenschaften weitgehend von den beteiligten wissenschaftlichen Einrichtungen selbst. Auch die Ticketeinnahmen werden vollständig für die Finanzierung der Gesamtveranstaltung verwendet. Die Lange Nacht der Wissenschaften wird von zahlreichen Partnern aus der Region unterstützt. Über den Einsatz der Mittel entscheidet die Mitgliederversammlung des LNDW e. V.",Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,6,2,1,1768719339.7980497,8.93164348602295,0,0.08108108108108107,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
58,"Haus der Ideen (H)
Straße des 17. Juni 135
10623 Berlin
Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)","Haus der Ideen (H) Straße des 17. Juni 135 10623 Berlin Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)",0,0,0,0,0,1,4,3,1,1768719409.455464,15.656510591506958,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
59,17:30-23:20 Uhr,17:30-23:20 Uhr,0,0,0,0,0,1,4,3,1,1768719458.7060823,14.440889358520508,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
60,Barrierefreier Rollstuhlzugang,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,4,2,1,1768719499.842154,7.622107267379761,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
61,Experiment,Wissenschaft,0,0,0,1,0,0,12,5,2,1768719563.0832613,28.667567253112793,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
62,Demonstration,Demonstration,0,0,0,0,0,1,5,3,1,1768719644.06892,13.625735521316528,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
63,Fluoreszierender Wärmeübertrager,Haus der Energie (KT) Marchstraße 18 10587 Berlin Halle,0,0,0,0,0,1,6,3,1,1768719701.6151085,14.019048929214478,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
64,Technische Universität Berlin,Technische Universität Berlin,0,0,0,0,0,1,6,3,1,1768719766.375485,14.250425815582275,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
65,Technische Universität Berlin,Bundesanstalt für Materialforschung und -prüfung (BAM),0,0,0,1,0,0,8,4,2,1768719845.4723787,23.15652894973755,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
66,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Berlin,0,0,0,0,0,1,5,3,1,1768719906.8960984,14.103461265563965,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
67,Mitmachexperiment,Mitmachexperiment,0,0,0,0,0,1,6,3,1,1768719962.9496284,13.010937213897703,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
68,Ausstellung,Ausstellung,0,0,0,0,0,1,6,3,1,1768720027.7457173,12.426584005355837,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
69,Wissenschaftliche Ergebnisse offen zugänglich machen durch Information Management,Beschreibung einer wissenschaftlichen Veranstaltung,0,0,0,0,0,1,3,1,1,1768720082.0977116,2.8013851642608643,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
70,17:00-00:00 Uhr,17:00 Uhr,0,0,0,0,0,1,4,3,1,1768720118.1504917,13.404301404953005,0,0.5,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
71,Geeignet für Kinder,Ab 10 Jahren,0,0,0,0,0,1,5,2,1,1768720168.907418,8.469720363616943,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
72,17:00-17:15 Uhr,,0,0,0,1,0,0,10,5,2,1768720229.169809,27.310922384262085,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
73,"Im Fahrsimulator erleben fahrende Personen realitätsnahes Fahrverhalten mit Rundumsicht. Eine Fahrdynamiksimulation erzeugt das realistische Lenkgefühl, die aktive Pedalerie ermöglicht zum Beispiel das bekannte ABS-Ruckeln. Beim Bremsen und Beschleunigen nickt das Fahrzeug, in Kurven wankt es. Kenngrößen der Mensch-Fahrzeug-Interaktion und des Fahrzustands werden aufgezeichnet und ermöglichen eine Bewertung von Fahrfunktionen und Fahrleistung. So können sicherheitskritische Situationen und deren Beherrschbarkeit bis in den Grenzbereich erprobt und untersucht werden. Geeignet ab 15 Jahren.",Ein realistisches Fahrgefühl im dynamischen Fahrsimulator des KFZB-Versuchszentrums bezieht sich auf die Nachbildung realer Fahrsituationen in einem simulierten Umfeld.,0,0,0,1,0,0,5,3,1,1768720303.5940578,17.183447122573853,0,0.07894736842105264,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
74,21:45-22:00 Uhr,,0,0,0,1,0,0,12,6,2,1768720369.396668,34.35750651359558,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
75,Demonstration,Demonstration,0,0,0,1,0,0,6,3,1,1768720462.4954653,15.476232051849363,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
76,Barrierefreier Rollstuhlzugang,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,5,3,1,1768720530.990303,13.294277906417848,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
77,17:00-22:00 Uhr,"17:00-18:00 Uhr, 18:00-19:00 Uhr, 19:00-20:00 Uhr",0,0,0,0,0,1,5,3,1,1768720589.3118849,14.89758586883545,0,0.25,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
78,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Neukölln,0,0,0,1,0,0,2,2,1,1768720649.4498851,6.276780605316162,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
79,Mitmachexperiment,Konferenz,0,0,0,1,0,0,6,3,1,1768720695.8393147,12.410555124282835,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
80,Geeignet für Kinder,"INGenius ist ein Bildungs- und Informationsangebot der ING Group, das sich in erster Linie an Kunden und Interessenten der ING Bank richtet, aber auch allgemein für jeden geeignet ist, der mehr über finanzielle Themen, Wirtschaft und Unternehmertum erfahren möchte.",0,0,0,1,0,0,4,3,1,1768720760.9426222,20.512929916381836,0,0.1111111111111111,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
81,Detektive im Heizungskeller: intelligente Messtechnik für die Wärmewende von „Delta Heat“,Haus der Energie (KT) Marchstraße 18 10587 Berlin Halle,0,0,0,0,0,1,6,3,1,1768720814.1134694,13.247340202331545,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
82,Future Security Lab – Sicherheitsforschung zum Anfassen,Future Security Lab,0,0,0,0,0,1,5,3,1,1768720877.4734812,14.099191904067991,0,0.6,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
83,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Haus der Digitalisierung (RKF) TU Berlin im Einstein Center Digital Future (ECDF)/Robert-Koch-Forum Wilhelmstraße 67 10117 Berlin Räume RKF 007 und RKF 008,0,0,0,0,0,1,6,3,1,1768720932.753733,17.18851900100708,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
84,17:00-00:00 Uhr,17:00 Uhr,0,0,0,0,0,1,5,2,1,1768720996.600921,7.8967742919921875,0,0.5,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
85,Geeignet für Kinder,Kinder,0,0,0,0,0,1,5,2,1,1768721047.8836014,8.0333833694458,0,0.5,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
86,Installation,Ausstellung,0,0,0,0,0,1,6,2,1,1768721095.0698266,9.48066473007202,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
87,Zukunft der Energie: nachhaltig durch KI,"Erlebbare und Erklärbare Künstliche Intelligenz, Autonomes Fahren im ZEKI, IT-Sicherheit und selbstverteidigende IT-Sicherheitsanwendungen am Beispiel von 5G-Netzen",0,0,0,0,0,1,5,3,1,1768721150.936854,18.73925518989563,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
88,Zukunft der Energie: nachhaltig durch KI,Autonomes Fahren im ZEKI,0,0,0,0,0,1,6,3,1,1768721217.8404362,13.482831478118896,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
89,Future Security Lab – Sicherheitsforschung zum Anfassen,Checkpoint Charlie,0,0,0,1,0,0,2,2,1,1768721280.7357662,5.831220388412476,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
90,Stich für Stich nachhaltig – Sticken fürs Klima,,0,0,0,1,0,0,4,3,1,1768721338.062651,23.89089417457581,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
91,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,0,0,0,0,0,1,4,1,1,1768721383.2591734,2.6702940464019775,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
92,Mitmachexperiment,Mitmachexperiment,0,0,0,0,0,1,5,2,1,1768721415.371547,8.912884712219238,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
93,17:30-21:30 Uhr,"Die Veranstaltung 'Lange Nacht der Wissenschaften 2025' findet statt von 17:00 Uhr bis 00:00 Uhr am Samstag, den 28. Juni 2025.",0,0,0,0,0,1,4,2,1,1768721462.8356614,8.777336120605469,0,0.09999999999999999,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
94,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Westen,0,0,0,0,0,1,6,3,1,1768721510.7850096,14.624649047851562,0,0.33333333333333337,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
95,Spiel,Spiel,0,0,0,0,0,1,6,3,1,1768721579.906329,13.439903020858765,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
96,Geeignet für Kinder,Lernende und Interessierte an neuen Sprachen und Kulturen,0,0,0,1,0,0,4,3,1,1768721658.8844495,20.952534198760983,0,0.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
97,17:00-22:00 Uhr,17:00-22:00 Uhr,0,0,0,0,0,1,4,3,1,1768721709.329722,12.912652730941772,1,1.0,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
98,Saturday SatelLight Fever – wofür braucht der Satellit Licht?,,0,0,0,1,0,0,6,3,1,1768721758.6868598,15.25607204437256,0,0.0,1,formatog_noctx_d3_p3,1,llama4:scout,lndw25
99,Karriere und Jobs an der TU Berlin,Fidget Toys und bewegliche Bauteile direkt aus dem 3D-Drucker,0,0,0,0,0,1,6,3,1,1768721844.0355556,16.660699605941772,0,0.15384615384615385,0,formatog_noctx_d3_p3,1,llama4:scout,lndw25
0,https://www.langenachtderwissenschaften.de/programm/detail/51327,https://www.eventbrite.de/e/haus-der-physik-erk-registration-375354139847/,0,0,0,0,0,0,0,1,0,1768715830.6137774,3.618553876876831,0,0.0,0,cot,1,llama4:scout,lndw25
1,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Veranstaltung 'Lange Nacht der Wissenschaften',0,0,0,0,0,0,0,1,0,1768715896.2820494,2.9089555740356445,0,0.0,0,cot,1,llama4:scout,lndw25
