metric,method,count,mean,std,min,25%,50%,75%,max,sum
exact_match,formatog_d4_p3,100.0,0.11,0.31446603773522014,0.0,0.0,0.0,0.0,1.0,11.0
exact_match,formatog_d4_p4,100.0,0.14,0.348735088019777,0.0,0.0,0.0,0.0,1.0,14.0
f1,formatog_d1_p1,100.0,0.14845228045228043,0.3172757456233488,0.0,0.0,0.0,0.0,1.0,14.845228045228044
f1,formatog_d1_p2,100.0,0.15745733095733097,0.34308157287225993,0.0,0.0,0.0,0.0,1.0,15.745733095733096
f1,formatog_d1_p3,100.0,0.15696529748988763,0.33360654645244836,0.0,0.0,0.0,0.03200624512099918,1.0,15.696529748988764
f1,formatog_d1_p4,100.0,0.1519042432377579,0.3367960692089322,0.0,0.0,0.0,0.0,1.0,15.190424323775789
f1,formatog_d2_p1,100.0,0.16953932739226857,0.3454663334399621,0.0,0.0,0.0,0.007352941176470575,1.0,16.953932739226858
f1,formatog_d2_p2,100.0,0.20685861588320606,0.3730281538596372,0.0,0.0,0.0,0.2055555555555555,1.0,20.685861588320606
f1,formatog_d2_p3,100.0,0.15048158146826773,0.3316970813814424,0.0,0.0,0.0,0.028479701739850826,1.0,15.048158146826774
f1,formatog_d2_p4,100.0,0.1584923534798535,0.34388359787860395,0.0,0.0,0.0,0.0,1.0,15.849235347985347
f1,formatog_d3_p1,100.0,0.18023089423089422,0.3544943791114084,0.0,0.0,0.0,0.09652509652509644,1.0,18.023089423089424
f1,formatog_d3_p2,100.0,0.12621563302597788,0.2783117026998798,0.0,0.0,0.0,0.0,1.0,12.621563302597785
f1,formatog_d3_p3,100.0,0.16297015147015145,0.3402159132220048,0.0,0.0,0.0,0.0,1.0,16.29701514701515
f1,formatog_d3_p4,100.0,0.11740124453167931,0.2872203681054768,0.0,0.0,0.0,0.0,1.0,11.740124453167931
f1,formatog_d4_p1,100.0,0.1639043654043654,0.33280695891218787,0.0,0.0,0.0,0.0185185185185185,1.0,16.39043654043654
f1,formatog_d4_p2,100.0,0.14394199122459994,0.32258590254495584,0.0,0.0,0.0,0.0,1.0,14.394199122459991
