question_index,expected_answer,answer,has_err_instruction,has_err_format,has_err_graph,has_err_other,has_err_agent,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,is_kg_and_correct,has_err,has_err_and_correct,method,rep
17,"Wissensmarkt (HZA)
Verlängerte Hertzallee
10623 Berlin
","Wissensmarkt (HZA), Verlängerte Hertzallee 10623, Berlin",0,0,0,0,0,1,2,3,1,1768024627.8725977,28.63724660873413,1,1.0,0,1,0,0,formatog_d3_p1,1
18,https://www.langenachtderwissenschaften.de/programm/detail/51348,www.kulturgeschichte-der-bruecke.de,0,0,0,1,0,0,2,3,2,1768025087.4221778,18.11487102508545,0,0.0,0,0,1,0,formatog_d3_p1,1
19,17:30-23:15 Uhr,Haus der Luft- und Raumfahrt (F) Institut für Luft- und Raumfahrt Marchstraße 12-14 10587 Berlin Raum F 025,0,0,0,0,0,1,2,3,1,1768025422.554035,27.23808193206787,0,0.0,0,0,0,0,formatog_d3_p1,1
20,"Das Open-Battery-Projekt bietet eine offene Transferplattform für Software- und Hardwarekomponenten, die um ein batteriegestütztes Photovoltaiksystem mit Netzanschluss angesiedelt sind. Dieser quelloffene Ansatz des Projekts ermöglicht es Privatpersonen, Vereinen, Communitys oder Unternehmen auf der ganzen Welt, an der Energiewende teilzunehmen und sie mitzugestalten. Aktuell befindet sich das Open-Battery-Projekt in der Entwicklungsphase. Hardware- und Softwarekomponenten werden zusammen mit Student:innen ausgelegt, aufgebaut und getestet.",Open-Source-Hardware-Entwicklung für Energiespeicher,0,0,0,1,0,0,2,3,2,1768023824.150641,18.905683279037476,0,0.037037037037037035,0,0,1,0,formatog_d3_p1,1
21,23:30-00:00 Uhr,23:30,0,0,0,0,0,1,2,3,1,1768024165.9174674,23.16927933692932,0,0.0,0,0,0,0,formatog_d3_p1,1
22,Studentisches Projekt „Automatisiertes Fahren“,Haus der Ideen,0,0,0,0,0,1,2,3,1,1768024602.5043523,24.81472134590149,0,0.0,0,0,0,0,formatog_d3_p1,1
23,Science Slam – Brainpower mit Entertainment-Faktor,Late-Night-Highlights,0,0,0,0,0,1,2,2,1,1768025085.1877358,12.860651016235352,0,0.0,0,0,0,0,formatog_d3_p1,1
24,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Brainpower,0,0,0,0,0,1,2,2,1,1768025519.7125964,14.10010862350464,0,0.0,0,0,0,0,formatog_d3_p1,1
25,Science Slam – Brainpower mit Entertainment-Faktor,Late-Night-Highlights *,0,0,0,0,0,1,2,2,1,1768025152.613937,8.92446517944336,0,0.0,0,0,0,0,formatog_d3_p1,1
26,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Turbulentes Chaos: Wie können numerische Simulationen helfen?,0,0,0,0,0,1,2,2,1,1768025371.1239648,9.052917957305908,1,1.0,0,1,0,0,formatog_d3_p1,1
27,⚡ Blitztastisch! Die elektrisierende Energieshow für Kinder,,1,0,0,0,0,0,1,2,1,1768025535.271418,5.991166114807129,0,0.0,1,0,1,0,formatog_d3_p1,1
28,Papier macht kreativ – Blumen basteln in der Gartenbaubibliothek,1. OG der Universitätsbibliothek,0,0,0,0,0,1,2,2,1,1768025678.5042703,9.499364137649536,0,0.0,0,0,0,0,formatog_d3_p1,1
29,Quantum Walks vs. Drunkard‘s Walk – wie Quantenteilchen schneller ans Ziel kommen,Keine Information gefunden,1,0,0,0,0,0,2,2,1,1768025864.0752852,9.088601350784302,0,0.0,0,0,1,0,formatog_d3_p1,1
30,Lokfahren für Anfänger:innen,Einblicke in den modernen Bahnbetrieb,0,0,0,0,0,1,2,2,1,1768025474.6379652,19.101750135421753,0,0.0,0,0,0,0,formatog_d3_p1,1
31,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Lesung,0,0,0,0,0,1,2,3,1,1768025790.5603292,20.593926906585693,0,0.0,0,0,0,0,formatog_d3_p1,1
32,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Erdgeschoss,1,0,0,0,0,0,2,3,1,1768026208.9315882,17.29171133041382,0,0.0,0,0,1,0,formatog_d3_p1,1
33,Eine „Lesepfote“ zu Gast in der Bibliothek,Ein Wimmelbuch,1,0,0,0,0,0,2,3,1,1768026553.86715,18.44968008995056,0,0.0,0,0,1,0,formatog_d3_p1,1
34,Kopf trifft Körper: Teste deine Fitness und Motorik im TU-SportLab!,Turnier,1,0,0,0,0,0,1,2,1,1768026891.9297862,9.078362703323364,0,0.0,0,0,1,0,formatog_d3_p1,1
35,"Haus des Lernens (MAR)
Marchstraße 23
10587 Berlin
Raum MAR 0.011 (EG)",Haus der Digitalisierung (RKF),0,0,0,0,0,1,2,3,1,1768025820.6552472,22.33499765396118,0,0.14285714285714288,0,0,0,0,formatog_d3_p1,1
36,Roboter im öffentlichen Raum: Mensch und Maschine mitten im Leben,Mensch gegen Mensch,1,0,0,0,0,0,1,2,1,1768026265.4255404,11.201797723770142,0,0.15384615384615383,0,0,1,0,formatog_d3_p1,1
37,Tourismushistorischer Dia- und Filmabend,Großspielfläche,0,0,0,1,0,0,2,4,2,1768026602.019701,23.642953157424927,0,0.0,0,0,1,0,formatog_d3_p1,1
38,5 Euro,5 Euro,0,0,0,0,0,1,2,2,1,1768026974.336901,12.591158628463743,1,1.0,0,1,0,0,formatog_d3_p1,1
39,jedes Alter,junges Erwachsenenalter,0,0,0,0,0,1,2,1,1,1768027239.3661134,6.8203582763671875,0,0.0,0,0,0,0,formatog_d3_p1,1
40,Technische Universität Berlin,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),0,0,0,0,0,1,2,2,1,1768026179.4668372,16.26624608039856,0,0.0,0,0,0,0,formatog_d3_p1,1
41,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),Lange Nacht der Wissenschaften,0,0,0,0,0,1,2,1,1,1768026318.1194503,7.409037590026856,0,0.5454545454545454,0,0,0,0,formatog_d3_p1,1
42,New Practice in Art and Technology / Workshops,keine spezifische Antwort möglich,1,0,0,0,0,0,1,2,1,1768026486.3113966,11.701573133468628,0,0.0,0,0,1,0,formatog_d3_p1,1
43,Veranstaltung auf Englisch,Deutsch,0,0,0,0,0,1,2,2,1,1768026896.7280345,27.406991958618164,0,0.0,0,0,0,0,formatog_d3_p1,1
44,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,20:30 Uhr,0,0,0,0,0,1,2,2,1,1768027365.5850673,15.726196765899658,0,0.0,0,0,0,0,formatog_d3_p1,1
45,21:00-21:20 Uhr,21:20 Uhr,0,0,0,0,0,1,2,3,1,1768026180.7276692,13.911418676376345,0,0.5,0,0,0,0,formatog_d3_p1,1
46,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,1,0,0,2,3,2,1768026461.3538566,10.03731083869934,0,0.0,1,0,1,0,formatog_d3_p1,1
47,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,,0,0,0,1,0,0,2,4,2,1768026681.6013591,15.1473548412323,0,0.0,1,0,1,0,formatog_d3_p1,1
48,Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur,Infostand,0,0,0,0,0,1,2,3,1,1768026969.9182866,13.257151365280151,0,0.0,0,0,0,0,formatog_d3_p1,1
49,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen","Carneval der Kulturen, Love Parade",1,0,0,0,0,0,1,2,1,1768027164.8355763,7.531484127044678,0,0.0,0,0,1,0,formatog_d3_p1,1
50,Zukunft der Energie: nachhaltig durch KI,Deutsch-Englisch-Kaffeekonferenz,0,0,0,1,0,0,2,3,2,1768026607.3176703,17.30401849746704,0,0.0,0,0,1,0,formatog_d3_p1,1
51,über 1000,1,0,0,0,0,0,1,2,1,1,1768027013.013656,4.760989427566528,0,0.0,0,0,0,0,formatog_d3_p1,1
52,etwa 50,Weitere Informationen finden Sie auf der offiziellen Seite der Länderberichterstattung für Wälder (LNDW).,1,0,0,0,0,0,1,2,1,1768027239.527599,10.641600847244264,0,0.0,0,0,1,0,formatog_d3_p1,1
53,Science Slam – Brainpower mit Entertainment-Faktor,Late-Night-Highlights,0,0,0,0,0,1,2,2,1,1768027484.278169,17.825531244277954,0,0.0,0,0,0,0,formatog_d3_p1,1
54,Berlin,2025,0,0,0,0,0,1,2,1,1,1768027609.9853394,6.416603088378906,0,0.0,0,0,0,0,formatog_d3_p1,1
55,FaSTTUBe – das elektrische Rennauto des Formula Student Team TU Berlin,Formel Student,0,0,0,0,0,1,2,3,1,1768027224.0449405,38.63328742980957,0,0.1818181818181818,0,0,0,0,formatog_d3_p1,1
56,Wie moderne Mobilfunknetze funktionieren – Identitätsmanagement in 6G-Netzwerken,Lange Nacht der Forschung,0,0,0,0,0,1,2,3,1,1768027670.7684882,39.614036321640015,0,0.0,0,0,0,0,formatog_d3_p1,1
57,"Die Lange Nacht der Wissenschaften in Berlin ist ein Gemeinschaftsprojekt wissenschaftlicher sowie wissenschaftsnaher Einrichtungen der Region und findet einmal jährlich statt. Veranstalter ist der Lange Nacht der Wissenschaften e. V. (LNDW e. V.), in dem sich wissenschaftliche Einrichtungen zusammengeschlossen haben. Finanziert wird die Lange Nacht der Wissenschaften weitgehend von den beteiligten wissenschaftlichen Einrichtungen selbst. Auch die Ticketeinnahmen werden vollständig für die Finanzierung der Gesamtveranstaltung verwendet. Die Lange Nacht der Wissenschaften wird von zahlreichen Partnern aus der Region unterstützt. Über den Einsatz der Mittel entscheidet die Mitgliederversammlung des LNDW e. V.",Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768028268.1352994,15.087311029434204,0,0.08108108108108107,0,0,0,0,formatog_d3_p1,1
58,"Haus der Ideen (H)
Straße des 17. Juni 135
10623 Berlin
Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)",Haus der Ideen,0,0,0,0,0,1,2,3,1,1768028630.2323873,22.20177412033081,0,0.19999999999999998,0,0,0,0,formatog_d3_p1,1
59,17:30-23:20 Uhr,17:30-23:20 Uhr,0,0,0,0,0,1,2,2,1,1768029007.24393,15.128384828567505,1,1.0,0,1,0,0,formatog_d3_p1,1
60,Barrierefreier Rollstuhlzugang,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,2,2,1,1768027259.8677084,13.891642332077026,1,1.0,0,1,0,0,formatog_d3_p1,1
61,Experiment,Lange Nacht der Wissenschaften,0,0,0,0,0,1,2,2,1,1768027542.3175695,16.431859493255615,0,0.0,0,0,0,0,formatog_d3_p1,1
62,Demonstration,Wärmepumpen-Komponente,0,0,0,0,0,1,2,3,1,1768027923.2097545,21.497427701950073,0,0.0,0,0,0,0,formatog_d3_p1,1
63,Fluoreszierender Wärmeübertrager,Langenacht der Wissenschaften,0,0,0,0,0,1,2,2,1,1768028247.5030077,13.380207300186155,0,0.0,0,0,0,0,formatog_d3_p1,1
64,Technische Universität Berlin,Technische Universität Berlin,0,0,0,0,0,1,2,2,1,1768028654.6471996,15.562814950942991,1,1.0,0,1,0,0,formatog_d3_p1,1
65,Technische Universität Berlin,Lange Nacht der Wissenschaften e. V.,0,0,0,0,0,1,2,2,1,1768027248.9347787,13.633909940719604,0,0.0,0,0,0,0,formatog_d3_p1,1
66,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Einstein Center Digital Future (ECDF),0,0,0,0,0,1,2,3,1,1768027406.78739,22.619762659072876,0,0.0,0,0,0,0,formatog_d3_p1,1
67,Mitmachexperiment,Film,0,0,0,1,0,0,2,3,2,1768027850.2280169,15.656137943267822,0,0.0,0,0,1,0,formatog_d3_p1,1
68,Ausstellung,Ausstellung,0,0,0,0,0,1,2,2,1,1768028111.304978,12.596078634262083,1,1.0,0,1,0,0,formatog_d3_p1,1
69,Wissenschaftliche Ergebnisse offen zugänglich machen durch Information Management,Information Management,0,0,0,1,0,0,2,3,2,1768028406.4057271,23.370085954666138,0,0.4,0,0,1,0,formatog_d3_p1,1
70,17:00-00:00 Uhr,2024-06-01 17:00:00,0,0,0,0,0,1,2,2,1,1768027436.9654374,15.232590198516846,0,0.0,0,0,0,0,formatog_d3_p1,1
71,Geeignet für Kinder,Erwachsenen,0,0,0,0,0,1,2,2,1,1768027725.630118,14.530230045318604,0,0.0,0,0,0,0,formatog_d3_p1,1
72,17:00-17:15 Uhr,1973,0,0,0,1,0,0,2,3,2,1768028079.2272315,17.66668200492859,0,0.0,0,0,1,0,formatog_d3_p1,1
73,"Im Fahrsimulator erleben fahrende Personen realitätsnahes Fahrverhalten mit Rundumsicht. Eine Fahrdynamiksimulation erzeugt das realistische Lenkgefühl, die aktive Pedalerie ermöglicht zum Beispiel das bekannte ABS-Ruckeln. Beim Bremsen und Beschleunigen nickt das Fahrzeug, in Kurven wankt es. Kenngrößen der Mensch-Fahrzeug-Interaktion und des Fahrzustands werden aufgezeichnet und ermöglichen eine Bewertung von Fahrfunktionen und Fahrleistung. So können sicherheitskritische Situationen und deren Beherrschbarkeit bis in den Grenzbereich erprobt und untersucht werden. Geeignet ab 15 Jahren.",Dynamischer Fahrsimulator,0,0,0,1,0,0,2,3,2,1768028406.5767944,15.514156579971312,0,0.031746031746031744,0,0,1,0,formatog_d3_p1,1
74,21:45-22:00 Uhr,,0,0,0,1,0,0,2,3,2,1768028752.6018903,16.01533079147339,0,0.0,1,0,1,0,formatog_d3_p1,1
75,Demonstration,Demonstration,0,0,0,0,0,1,2,3,1,1768027444.5634406,13.867243528366089,1,1.0,0,1,0,0,formatog_d3_p1,1
76,Barrierefreier Rollstuhlzugang,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,2,2,1,1768027709.6285794,8.42317819595337,1,1.0,0,1,0,0,formatog_d3_p1,1
77,17:00-22:00 Uhr,"Samstag, 14 Uhr bis Sonntag, 20 Uhr",1,0,0,0,0,0,1,2,1,1768027874.5204985,6.740744590759277,0,0.22222222222222224,0,0,1,0,formatog_d3_p1,1
78,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Berlin-Halensee,0,0,0,0,0,1,2,3,1,1768028078.587929,14.20824408531189,0,0.0,0,0,0,0,formatog_d3_p1,1
79,Mitmachexperiment,Workshop,0,0,0,0,0,1,2,2,1,1768028236.4111197,7.3352437019348145,0,0.0,0,0,0,0,formatog_d3_p1,1
80,Geeignet für Kinder,jedes Alter,0,0,0,0,0,1,2,2,1,1768027614.6188586,14.682170629501345,0,0.0,0,0,0,0,formatog_d3_p1,1
81,Detektive im Heizungskeller: intelligente Messtechnik für die Wärmewende von „Delta Heat“,Bundesnetzagentur,1,0,0,0,0,0,1,2,1,1768027863.6486866,11.405896425247192,0,0.0,0,0,1,0,formatog_d3_p1,1
82,Future Security Lab – Sicherheitsforschung zum Anfassen,Future Security Lab – Sicherheitsforschung zum Anfassen,0,0,0,0,0,1,2,2,1,1768028089.0707333,14.007030248641968,1,1.0,0,1,0,0,formatog_d3_p1,1
83,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Berlin,0,0,0,0,0,1,2,2,1,1768028502.4357002,13.89548659324646,0,0.0,0,0,0,0,formatog_d3_p1,1
84,17:00-00:00 Uhr,17:00-00:00 Uhr,0,0,0,0,0,1,2,2,1,1768028771.6365392,13.53299045562744,1,1.0,0,1,0,0,formatog_d3_p1,1
85,Geeignet für Kinder,Kinder,0,0,0,0,0,1,2,2,1,1768027879.069399,13.53791880607605,0,0.5,0,0,0,0,formatog_d3_p1,1
86,Installation,Installation,0,0,0,0,0,1,2,3,1,1768028160.499632,19.445127487182617,1,1.0,0,1,0,0,formatog_d3_p1,1
87,Zukunft der Energie: nachhaltig durch KI,Autonomes Fahren im ZEKI,0,0,0,0,0,1,2,2,1,1768028465.9306214,16.381843328475952,0,0.0,0,0,0,0,formatog_d3_p1,1
88,Zukunft der Energie: nachhaltig durch KI,Kraftwerksanlagengesetz (KwKG),1,0,0,0,0,0,1,2,1,1768028820.791518,11.273186206817629,0,0.0,0,0,1,0,formatog_d3_p1,1
89,Future Security Lab – Sicherheitsforschung zum Anfassen,Neue Gesellschaft für Bild und Ton,0,0,0,0,0,1,2,3,1,1768029052.0827076,24.254818201065063,0,0.0,0,0,0,0,formatog_d3_p1,1
90,Stich für Stich nachhaltig – Sticken fürs Klima,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768028161.7466383,16.308614253997803,0,0.0,0,0,0,0,formatog_d3_p1,1
91,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,Häusle Werkstatt-Tag,0,0,0,1,0,0,2,3,2,1768028483.6241612,19.364312648773193,0,0.0,0,0,1,0,formatog_d3_p1,1
92,Mitmachexperiment,Mitmachexperiment,0,0,0,0,0,1,2,2,1,1768028679.762929,15.708688020706177,1,1.0,0,1,0,0,formatog_d3_p1,1
93,17:30-21:30 Uhr,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768029111.5639389,16.174888610839844,0,0.0,0,0,0,0,formatog_d3_p1,1
94,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Westen,0,0,0,0,0,1,2,3,1,1768029433.060956,22.717918395996097,0,0.33333333333333337,0,0,0,0,formatog_d3_p1,1
95,Spiel,Spiel,0,0,0,0,0,1,2,3,1,1768028107.0678682,20.33431339263916,1,1.0,0,1,0,0,formatog_d3_p1,1
96,Geeignet für Kinder,jedes Alter,0,0,0,0,0,1,2,2,1,1768028530.808675,13.67065954208374,0,0.0,0,0,0,0,formatog_d3_p1,1
97,17:00-22:00 Uhr,2024-03-15,0,0,0,0,0,1,2,3,1,1768028824.2902844,26.08727240562439,0,0.0,0,0,0,0,formatog_d3_p1,1
98,Saturday SatelLight Fever – wofür braucht der Satellit Licht?,Flugzeugbau-Modellbahn,0,0,0,0,0,1,2,2,1,1768029216.324,15.79080295562744,0,0.0,0,0,0,0,formatog_d3_p1,1
99,Karriere und Jobs an der TU Berlin,Infostand,1,0,0,0,0,0,1,2,1,1768029691.2060268,10.48964262008667,0,0.0,0,0,1,0,formatog_d3_p1,1
0,https://www.langenachtderwissenschaften.de/programm/detail/51327,https://www.mpikg.pks.mpg.de/veranstaltungen,0,0,0,1,0,0,2,3,2,1768021772.4150102,18.92154836654663,0,0.0,0,0,1,0,formatog_d2_p1,1
1,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,2,2,1,1768022148.8099933,14.858909368515016,0,0.0,0,0,0,0,formatog_d2_p1,1
2,"Wie kann man Dinge zum Schweben bringen? Student:innen des Projektlabors Physik zeigen euch physikalische Zaubertricks, die Alltagsgegenstände schwerelos machen können. Auch lebendige Flüssigkeiten und optische Täuschungen laden zum Mitmachen und Anfassen ein. Geeignet für Kinder ab 6 Jahren.",URL,0,0,0,0,0,1,2,1,1,1768022448.962372,4.834980010986328,0,0.0,0,0,0,0,formatog_d2_p1,1
3,Programmieren lernen für Kinder und Einsteiger:innen,Infostand,0,0,0,0,0,1,2,3,1,1768022805.1024804,22.4374840259552,0,0.0,0,0,0,0,formatog_d2_p1,1
4,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Quantenwelt,0,0,0,0,0,1,2,2,1,1768023188.3210976,15.581841468811035,0,0.029411764705882353,0,0,0,0,formatog_d2_p1,1
5,https://www.langenachtderwissenschaften.de/programm/detail/51248,https://www.unibw.de/universitaet/veranstaltungen/science-slam/,0,0,0,0,0,1,2,2,1,1768021781.5195012,17.113865613937378,0,0.0,0,0,0,0,formatog_d2_p1,1
6,"Unsere Forschungsgruppe baut Organoide, organähnliche Strukturen, aus humanen Stammzellen, um Tierexperimente in der Forschung zu reduzieren. Durch die Kombination von Organoiden simulieren wir in sogenannten Organ-Chips die komplexen Organ-Interaktionen des menschlichen Körpers. Wir erklären Konzept und Funktionsweise solcher Organ-Chips. Es werden Anwendungsgebiete in der Aufklärung pathologischer Prozesse und in der Medikamenten-Entwicklung zur Reduktion von Tierexperimenten dargestellt. Besucher:innen können Organ-Chips zusammenbauen und die magnetische Zellsortierung ausprobieren.",Demonstration,0,0,0,0,0,1,2,3,1,1768022121.6970613,24.12861156463623,0,0.0,0,0,0,0,formatog_d2_p1,1
7,https://www.langenachtderwissenschaften.de/programm/detail/51514,https://fsttue.tu-berlin.de/veranstaltungen/fasttube/,1,0,0,0,0,0,1,2,1,1768022549.5822775,13.683532238006592,0,0.0,0,0,1,0,formatog_d2_p1,1
8,"Gestalte Straßen, Radwege, Brücken und mehr mit Klemmbausteinen, und lerne spielerisch, wie moderne Verkehrsplanung funktioniert. Ihr lernt die Funktionen von Straßen kennen, die passenden Verkehrsmittel, um verschiedene Orte zu erreichen, sowie ein Konzept, wie Verkehr nachhaltiger werden kann. Für Kinder ab 6 Jahren und Erwachsene – für alle Altersgruppen ist etwas dabei! Jeder Gast erhält Bausteine, um unsere Stadt wachsen zu lassen. Komm vorbei, und werde Verkehrsplaner:in für einen Abend!",Ein Spiel,0,0,0,0,0,1,2,2,1,1768022911.8864994,12.57253885269165,0,0.0,0,0,0,0,formatog_d2_p1,1
