metric,method,count,mean,std,min,25%,50%,75%,max,sum
has_err_graph,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_graph,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_other,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_other,formatog_d3_p3,100.0,0.2,0.4020151261036849,0.0,0.0,0.0,0.0,1.0,20.0
has_err_other,formatog_noctx_d3_p3,100.0,0.2,0.4020151261036849,0.0,0.0,0.0,0.0,1.0,20.0
has_err_other,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_other,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_other,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,formatog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,formatog_noctx_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,formatog_d3_p3,100.0,0.55,0.5,0.0,0.0,1.0,1.0,1.0,55.0
is_kg_based_answer,formatog_noctx_d3_p3,100.0,0.51,0.5024183937956914,0.0,0.0,1.0,1.0,1.0,51.0
is_kg_based_answer,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,formatog_d3_p3,100.0,0.16,0.3684529491774706,0.0,0.0,0.0,0.0,1.0,16.0
is_kg_and_correct,formatog_noctx_d3_p3,100.0,0.16,0.3684529491774707,0.0,0.0,0.0,0.0,1.0,16.0
is_kg_and_correct,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,formatog_d3_p3,100.0,4.69,1.1950656125007608,1.0,4.0,5.0,6.0,6.0,469.0
kg_calls,formatog_noctx_d3_p3,100.0,4.69,1.220158956360965,1.0,4.0,5.0,6.0,6.0,469.0
kg_calls,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,tog_d3_p3,100.0,2.02,0.8643325211229224,1.0,1.0,2.0,3.0,3.0,202.0
agent_calls,cot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,formatog_d3_p3,100.0,2.64,0.7180219742846005,1.0,2.0,3.0,3.0,4.0,264.0
agent_calls,formatog_noctx_d3_p3,100.0,2.68,0.7230686570639631,1.0,2.0,3.0,3.0,4.0,268.0
agent_calls,io_few_shot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,io_zero_shot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,tog_d3_p3,100.0,3.02,0.8643325211229224,2.0,2.0,3.0,4.0,4.0,302.0
reached_depth,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,formatog_d3_p3,100.0,1.2,0.40201512610368484,1.0,1.0,1.0,1.0,2.0,120.0
reached_depth,formatog_noctx_d3_p3,100.0,1.2,0.40201512610368484,1.0,1.0,1.0,1.0,2.0,120.0
reached_depth,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,tog_d3_p3,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
duration,cot,100.0,2.971603491306305,0.588194065963225,1.9728882312774656,2.5216795802116394,2.9287195205688477,3.2358800172805786,5.551672458648682,297.1603491306305
duration,formatog_d3_p3,100.0,13.304900572299957,14.384207389438178,3.0505824089050293,8.84124356508255,12.941900372505188,14.634337306022644,148.74298620224,1330.4900572299957
duration,formatog_noctx_d3_p3,100.0,11.93768725156784,4.493771297567295,2.148381233215332,8.48675149679184,12.993620753288269,14.923191964626312,22.80919194221497,1193.768725156784
duration,io_few_shot,100.0,1.8006785488128663,0.3231179939334685,1.2518160343170166,1.552065432071686,1.7319444417953491,1.9511715173721316,3.0840744972229004,180.06785488128662
duration,io_zero_shot,100.0,2.3185259819030763,0.840912984590854,1.27777099609375,1.7599787712097166,2.1723194122314453,2.6357346177101135,7.017852306365967,231.85259819030762
duration,tog_d3_p3,100.0,25.664307470321656,9.216723998729512,9.95072340965271,17.80414205789566,24.172504782676697,33.29751443862915,45.03310680389404,2566.4307470321655
exact_match,cot,100.0,0.03,0.1714466079977653,0.0,0.0,0.0,0.0,1.0,3.0
exact_match,formatog_d3_p3,100.0,0.17,0.3775251680686369,0.0,0.0,0.0,0.0,1.0,17.0
exact_match,formatog_noctx_d3_p3,100.0,0.17,0.3775251680686369,0.0,0.0,0.0,0.0,1.0,17.0
exact_match,io_few_shot,100.0,0.04,0.19694638556693236,0.0,0.0,0.0,0.0,1.0,4.0
exact_match,io_zero_shot,100.0,0.04,0.19694638556693236,0.0,0.0,0.0,0.0,1.0,4.0
exact_match,tog_d3_p3,100.0,0.02,0.14070529413628968,0.0,0.0,0.0,0.0,1.0,2.0
f1,cot,100.0,0.05226455282873177,0.18975837255255532,0.0,0.0,0.0,0.0,1.0,5.226455282873177
f1,formatog_d3_p3,100.0,0.24134588100226678,0.38110787855876954,0.0,0.0,0.0,0.5,1.0,24.13458810022668
f1,formatog_noctx_d3_p3,100.0,0.2384038802696525,0.3805234976175172,0.0,0.0,0.0,0.375,1.0,23.84038802696525
f1,io_few_shot,100.0,0.053717495302528465,0.20301731292978295,0.0,0.0,0.0,0.0,1.0,5.3717495302528455
f1,io_zero_shot,100.0,0.06761869967555137,0.21320072916034902,0.0,0.0,0.0,0.0,1.0,6.7618699675551355
f1,tog_d3_p3,100.0,0.029448235974551765,0.14872052850640316,0.0,0.0,0.0,0.0,1.0,2.9448235974551764
is_no_answer,cot,100.0,0.32,0.4688261722621506,0.0,0.0,0.0,1.0,1.0,32.0
is_no_answer,formatog_d3_p3,100.0,0.22,0.4163331998932266,0.0,0.0,0.0,0.0,1.0,22.0
is_no_answer,formatog_noctx_d3_p3,100.0,0.26,0.4408440022768081,0.0,0.0,0.0,1.0,1.0,26.0
is_no_answer,io_few_shot,100.0,0.37,0.4852365870939097,0.0,0.0,0.0,1.0,1.0,37.0
is_no_answer,io_zero_shot,100.0,0.39,0.4902071300001973,0.0,0.0,0.0,1.0,1.0,39.0
is_no_answer,tog_d3_p3,100.0,0.52,0.5021167315686782,0.0,0.0,1.0,1.0,1.0,52.0
