question_index,expected_answer,answer,has_err_instruction,has_err_format,has_err_graph,has_err_other,has_err_agent,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,is_kg_and_correct,has_err,has_err_and_correct,method,rep
31,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Dichterlesung,0,0,0,0,0,0,0,1,0,1768128540.3420796,2.3970954418182373,0,0.0,0,0,0,0,io_few_shot,1
32,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,,0,0,0,0,0,0,0,1,0,1768128610.4732988,2.4188570976257324,0,0.0,1,0,0,0,io_few_shot,1
33,Eine „Lesepfote“ zu Gast in der Bibliothek,Lese,0,0,0,0,0,0,0,1,0,1768128667.9395056,1.693289279937744,0,0.0,0,0,0,0,io_few_shot,1
34,Kopf trifft Körper: Teste deine Fitness und Motorik im TU-SportLab!,Olympiade,0,0,0,0,0,0,0,1,0,1768128739.3731616,1.696542739868164,0,0.0,0,0,0,0,io_few_shot,1
35,"Haus des Lernens (MAR)
Marchstraße 23
10587 Berlin
Raum MAR 0.011 (EG)",,0,0,0,0,0,0,0,1,0,1768128822.5750935,1.842367172241211,0,0.0,1,0,0,0,io_few_shot,1
36,Roboter im öffentlichen Raum: Mensch und Maschine mitten im Leben,Die Diskussion findet im Deutschen Bundestag statt.,0,0,0,0,0,0,0,1,0,1768128885.2545102,1.6809570789337158,0,0.125,0,0,0,0,io_few_shot,1
37,Tourismushistorischer Dia- und Filmabend,,0,0,0,0,0,0,0,1,0,1768128958.2817314,1.7321975231170654,0,0.0,1,0,0,0,io_few_shot,1
38,5 Euro,,0,0,0,0,0,0,0,1,0,1768129016.6041725,1.4889116287231443,0,0.0,1,0,0,0,io_few_shot,1
39,jedes Alter,6-12 Jahre,0,0,0,0,0,0,0,1,0,1768129069.310593,1.7316913604736328,0,0.0,0,0,0,0,io_few_shot,1
40,Technische Universität Berlin,Landesverwaltung Nordrhein-Westfalen,0,0,0,0,0,0,0,1,0,1768129108.1154308,1.614720344543457,0,0.0,0,0,0,0,io_few_shot,1
41,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),Landesverwaltung Rheinland-Pfalz,0,0,0,0,0,0,0,1,0,1768129141.0347598,1.9889986515045168,0,0.0,0,0,0,0,io_few_shot,1
42,New Practice in Art and Technology / Workshops,,0,0,0,0,0,0,0,1,0,1768129198.932044,1.422595739364624,0,0.0,1,0,0,0,io_few_shot,1
43,Veranstaltung auf Englisch,Deutsch,0,0,0,0,0,0,0,1,0,1768129288.5599077,1.528557062149048,0,0.0,0,0,0,0,io_few_shot,1
44,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,0,0,0,0,1,0,1768129335.713891,1.4538702964782717,0,0.0,1,0,0,0,io_few_shot,1
45,21:00-21:20 Uhr,,0,0,0,0,0,0,0,1,0,1768129383.744812,1.3698647022247314,0,0.0,1,0,0,0,io_few_shot,1
46,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,0,0,0,0,1,0,1768129424.393888,1.513209104537964,0,0.0,1,0,0,0,io_few_shot,1
47,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,,0,0,0,0,0,0,0,1,0,1768129497.045966,2.805670738220215,0,0.0,1,0,0,0,io_few_shot,1
48,Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur,,0,0,0,0,0,0,0,1,0,1768129539.0942326,1.5625908374786377,0,0.0,1,0,0,0,io_few_shot,1
49,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen",,0,0,0,0,0,0,0,1,0,1768129617.099283,1.6934969425201416,0,0.0,1,0,0,0,io_few_shot,1
50,Zukunft der Energie: nachhaltig durch KI,,0,0,0,0,0,0,0,1,0,1768129685.2294805,1.660059690475464,0,0.0,1,0,0,0,io_few_shot,1
51,über 1000,50,0,0,0,0,0,0,0,1,0,1768129753.2392612,1.522582769393921,0,0.0,0,0,0,0,io_few_shot,1
52,etwa 50,150,0,0,0,0,0,0,0,1,0,1768129800.636302,1.6330885887145996,0,0.0,0,0,0,0,io_few_shot,1
53,Science Slam – Brainpower mit Entertainment-Faktor,Neo Magazin Royale,0,0,0,0,0,0,0,1,0,1768129828.421905,1.9198768138885496,0,0.0,0,0,0,0,io_few_shot,1
54,Berlin,Berlin,0,0,0,0,0,0,0,1,0,1768129871.5352848,1.4386169910430908,1,1.0,0,0,0,0,io_few_shot,1
55,FaSTTUBe – das elektrische Rennauto des Formula Student Team TU Berlin,Formel 1,0,0,0,0,0,0,0,1,0,1768129906.8909209,1.5654315948486328,0,0.0,0,0,0,0,io_few_shot,1
56,Wie moderne Mobilfunknetze funktionieren – Identitätsmanagement in 6G-Netzwerken,Workshop,0,0,0,0,0,0,0,1,0,1768129970.5028734,1.5350260734558103,0,0.0,0,0,0,0,io_few_shot,1
57,"Die Lange Nacht der Wissenschaften in Berlin ist ein Gemeinschaftsprojekt wissenschaftlicher sowie wissenschaftsnaher Einrichtungen der Region und findet einmal jährlich statt. Veranstalter ist der Lange Nacht der Wissenschaften e. V. (LNDW e. V.), in dem sich wissenschaftliche Einrichtungen zusammengeschlossen haben. Finanziert wird die Lange Nacht der Wissenschaften weitgehend von den beteiligten wissenschaftlichen Einrichtungen selbst. Auch die Ticketeinnahmen werden vollständig für die Finanzierung der Gesamtveranstaltung verwendet. Die Lange Nacht der Wissenschaften wird von zahlreichen Partnern aus der Region unterstützt. Über den Einsatz der Mittel entscheidet die Mitgliederversammlung des LNDW e. V.","Die Lange Nacht der Wissenschaften ist eine Veranstaltung, bei der Wissenschaft und Forschung für die Öffentlichkeit zugänglich gemacht werden sollen. Sie findet in vielen Städten statt und bietet Vorträge, Experimente und Diskussionen zu verschiedenen wissenschaftlichen Themen an. Die spezifischen Details für die Lange Nacht der Wissenschaften 2025 können je nach Ort variieren.",0,0,0,0,0,0,0,1,0,1768130030.1196592,3.0840744972229004,0,0.24778761061946902,0,0,0,0,io_few_shot,1
58,"Haus der Ideen (H)
Straße des 17. Juni 135
10623 Berlin
Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)",München,0,0,0,0,0,0,0,1,0,1768130081.4969378,1.584544658660889,0,0.0,0,0,0,0,io_few_shot,1
59,17:30-23:20 Uhr,,0,0,0,0,0,0,0,1,0,1768130126.893042,1.7638800144195557,0,0.0,1,0,0,0,io_few_shot,1
60,Barrierefreier Rollstuhlzugang,Wärmeübertrager,0,0,0,0,0,0,0,1,0,1768130177.5173218,1.6056668758392334,0,0.0,0,0,0,0,io_few_shot,1
61,Experiment,Leuchtendes Mittel,0,0,0,0,0,0,0,1,0,1768130235.8044984,1.9504845142364504,0,0.0,0,0,0,0,io_few_shot,1
62,Demonstration,Wissenschaft,0,0,0,0,0,0,0,1,0,1768130289.2751026,1.9312560558319092,0,0.0,0,0,0,0,io_few_shot,1
63,Fluoreszierender Wärmeübertrager,Lange Nacht der Wissenschaften,0,0,0,0,0,0,0,1,0,1768130359.6474376,1.7954003810882568,0,0.0,0,0,0,0,io_few_shot,1
64,Technische Universität Berlin,Max-Planck-Institut für Chemie,0,0,0,0,0,0,0,1,0,1768130424.955405,1.9576618671417236,0,0.0,0,0,0,0,io_few_shot,1
65,Technische Universität Berlin,Bundesanstalt für Materialforschung und -prüfung (BAM),0,0,0,0,0,0,0,1,0,1768130462.5769773,2.2076971530914307,0,0.0,0,0,0,0,io_few_shot,1
66,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Berlin,0,0,0,0,0,0,0,1,0,1768130531.583738,1.814359664916992,0,0.0,0,0,0,0,io_few_shot,1
67,Mitmachexperiment,Mitmachexperiment,0,0,0,0,0,0,0,1,0,1768130597.2623024,1.5625174045562744,1,1.0,0,0,0,0,io_few_shot,1
68,Ausstellung,,0,0,0,0,0,0,0,1,0,1768130668.3927655,1.925271987915039,0,0.0,1,0,0,0,io_few_shot,1
69,Wissenschaftliche Ergebnisse offen zugänglich machen durch Information Management,,0,0,0,0,0,0,0,1,0,1768130696.9020724,2.1562142372131348,0,0.0,1,0,0,0,io_few_shot,1
70,17:00-00:00 Uhr,,0,0,0,0,0,0,0,1,0,1768130747.2562203,1.9805235862731936,0,0.0,1,0,0,0,io_few_shot,1
71,Geeignet für Kinder,"Forscher, Wissenschaftler, Informationsmanager",0,0,0,0,0,0,0,1,0,1768130795.1734123,2.119131088256836,0,0.0,0,0,0,0,io_few_shot,1
72,17:00-17:15 Uhr,,0,0,0,0,0,0,0,1,0,1768130834.1426458,1.5306437015533447,0,0.0,1,0,0,0,io_few_shot,1
73,"Im Fahrsimulator erleben fahrende Personen realitätsnahes Fahrverhalten mit Rundumsicht. Eine Fahrdynamiksimulation erzeugt das realistische Lenkgefühl, die aktive Pedalerie ermöglicht zum Beispiel das bekannte ABS-Ruckeln. Beim Bremsen und Beschleunigen nickt das Fahrzeug, in Kurven wankt es. Kenngrößen der Mensch-Fahrzeug-Interaktion und des Fahrzustands werden aufgezeichnet und ermöglichen eine Bewertung von Fahrfunktionen und Fahrleistung. So können sicherheitskritische Situationen und deren Beherrschbarkeit bis in den Grenzbereich erprobt und untersucht werden. Geeignet ab 15 Jahren.",Ein Simulator für das Fahren mit Kraftfahrzeugen,0,0,0,0,0,0,0,1,0,1768130897.53349,2.130758285522461,0,0.030303030303030307,0,0,0,0,io_few_shot,1
74,21:45-22:00 Uhr,,0,0,0,0,0,0,0,1,0,1768130960.659877,1.507814645767212,0,0.0,1,0,0,0,io_few_shot,1
75,Demonstration,Demonstration,0,0,0,0,0,0,0,1,0,1768131036.3316891,1.6563584804534912,1,1.0,0,0,0,0,io_few_shot,1
76,Barrierefreier Rollstuhlzugang,"Der Zugang zu INGenius ist nicht öffentlich zugänglich, da es sich um ein internes oder exklusives Veranstaltungskonzept handeln könnte. Ohne weitere Informationen kann keine genaue Antwort gegeben werden.",0,0,0,0,0,0,0,1,0,1768131097.6674547,2.291345596313477,0,0.0,0,0,0,0,io_few_shot,1
77,17:00-22:00 Uhr,,0,0,0,0,0,0,0,1,0,1768131158.0528958,2.458522319793701,0,0.0,1,0,0,0,io_few_shot,1
78,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Zürich,0,0,0,0,0,0,0,1,0,1768131214.4986484,1.707737922668457,0,0.0,0,0,0,0,io_few_shot,1
79,Mitmachexperiment,Bildung,0,0,0,0,0,0,0,1,0,1768131280.0184584,1.7786471843719482,0,0.0,0,0,0,0,io_few_shot,1
80,Geeignet für Kinder,INGeniues,0,0,0,0,0,0,0,1,0,1768131348.0847435,1.9042739868164065,0,0.0,0,0,0,0,io_few_shot,1
81,Detektive im Heizungskeller: intelligente Messtechnik für die Wärmewende von „Delta Heat“,Halle,0,0,0,0,0,0,0,1,0,1768131416.3929136,1.668449640274048,0,0.0,0,0,0,0,io_few_shot,1
82,Future Security Lab – Sicherheitsforschung zum Anfassen,Future Security,0,0,0,0,0,0,0,1,0,1768131480.409374,1.7830722332000732,0,0.4444444444444445,0,0,0,0,io_few_shot,1
83,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)","Eichenbergstraße 4, 12435 Berlin",0,0,0,0,0,0,0,1,0,1768131554.319592,1.9450225830078125,0,0.0,0,0,0,0,io_few_shot,1
84,17:00-00:00 Uhr,24. bis 26. September 2024,0,0,0,0,0,0,0,1,0,1768131610.521584,2.042563199996948,0,0.0,0,0,0,0,io_few_shot,1
85,Geeignet für Kinder,Erwachsene,0,0,0,0,0,0,0,1,0,1768131657.0678802,1.783255100250244,0,0.0,0,0,0,0,io_few_shot,1
86,Installation,Installation,0,0,0,0,0,0,0,1,0,1768131715.3938596,1.50758957862854,1,1.0,0,0,0,0,io_few_shot,1
87,Zukunft der Energie: nachhaltig durch KI,,0,0,0,0,0,0,0,1,0,1768131773.2679343,2.07452130317688,0,0.0,1,0,0,0,io_few_shot,1
88,Zukunft der Energie: nachhaltig durch KI,Eine Installation,0,0,0,0,0,0,0,1,0,1768131853.200102,1.395564317703247,0,0.0,0,0,0,0,io_few_shot,1
89,Future Security Lab – Sicherheitsforschung zum Anfassen,Checkpoint Charlie,0,0,0,0,0,0,0,1,0,1768131895.2334745,1.571749210357666,0,0.0,0,0,0,0,io_few_shot,1
90,Stich für Stich nachhaltig – Sticken fürs Klima,,0,0,0,0,0,0,0,1,0,1768131958.3046107,1.3812448978424072,0,0.0,1,0,0,0,io_few_shot,1
91,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,,0,0,0,0,0,0,0,1,0,1768131988.7688632,1.4687185287475586,0,0.0,1,0,0,0,io_few_shot,1
92,Mitmachexperiment,Überlebenstraining,0,0,0,0,0,0,0,1,0,1768132037.4545689,1.6279120445251465,0,0.0,0,0,0,0,io_few_shot,1
93,17:30-21:30 Uhr,,0,0,0,0,0,0,0,1,0,1768132077.67392,1.4978487491607666,0,0.0,1,0,0,0,io_few_shot,1
94,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Osten,0,0,0,0,0,0,0,1,0,1768132150.4950638,1.637826442718506,0,0.0,0,0,0,0,io_few_shot,1
95,Spiel,Diskussion,0,0,0,0,0,0,0,1,0,1768132226.802078,1.4449424743652344,0,0.0,0,0,0,0,io_few_shot,1
96,Geeignet für Kinder,"Für alle, die neue Sprachen lernen und andere Kulturen kennenlernen möchten.",0,0,0,0,0,0,0,1,0,1768132288.076143,2.4258267879486084,0,0.15384615384615383,0,0,0,0,io_few_shot,1
97,17:00-22:00 Uhr,,0,0,0,0,0,0,0,1,0,1768132345.9642906,1.4764525890350342,0,0.0,1,0,0,0,io_few_shot,1
98,Saturday SatelLight Fever – wofür braucht der Satellit Licht?,Mitmach-Experiment,0,0,0,0,0,0,0,1,0,1768132428.0817287,2.2232370376586914,0,0.0,0,0,0,0,io_few_shot,1
99,Karriere und Jobs an der TU Berlin,,0,0,0,0,0,0,0,1,0,1768132505.4927042,1.4537606239318848,0,0.0,1,0,0,0,io_few_shot,1
0,https://www.langenachtderwissenschaften.de/programm/detail/51327,https://www.physik.tu-berlin.de/,0,0,0,0,0,1,4,2,1,1768126775.3865752,9.743306398391724,0,0.0,0,0,0,0,formatog_noctx_d3_p3,1
1,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,6,2,1,1768126817.0203583,7.677360773086548,0,0.0,0,0,0,0,formatog_noctx_d3_p3,1
2,"Wie kann man Dinge zum Schweben bringen? Student:innen des Projektlabors Physik zeigen euch physikalische Zaubertricks, die Alltagsgegenstände schwerelos machen können. Auch lebendige Flüssigkeiten und optische Täuschungen laden zum Mitmachen und Anfassen ein. Geeignet für Kinder ab 6 Jahren.",,1,0,0,0,0,0,6,3,1,1768126882.2813723,17.966926336288452,0,0.0,1,0,1,0,formatog_noctx_d3_p3,1
3,Programmieren lernen für Kinder und Einsteiger:innen,Datenschutz,0,0,0,1,0,0,4,4,2,1768126959.9469864,15.783839225769045,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
4,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Eine Veranstaltung über Quantenphysik mit interaktiven Simulationen,1,0,0,0,0,0,4,3,1,1768127017.0059843,14.920040845870972,0,0.05479452054794521,0,0,1,0,formatog_noctx_d3_p3,1
5,https://www.langenachtderwissenschaften.de/programm/detail/51248,https://www.eventbrite.de/e/science-slam-brainpower-mit-entertainment-faktor-tickets-25770170467,1,0,0,0,0,0,1,2,1,1768127064.7138665,6.79889988899231,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
6,"Unsere Forschungsgruppe baut Organoide, organähnliche Strukturen, aus humanen Stammzellen, um Tierexperimente in der Forschung zu reduzieren. Durch die Kombination von Organoiden simulieren wir in sogenannten Organ-Chips die komplexen Organ-Interaktionen des menschlichen Körpers. Wir erklären Konzept und Funktionsweise solcher Organ-Chips. Es werden Anwendungsgebiete in der Aufklärung pathologischer Prozesse und in der Medikamenten-Entwicklung zur Reduktion von Tierexperimenten dargestellt. Besucher:innen können Organ-Chips zusammenbauen und die magnetische Zellsortierung ausprobieren.",Das Thema der Veranstaltung ist die Anwendung von kombinierten Organmodellen als Alternative zu Tierversuchen.,0,0,0,0,0,1,5,3,1,1768127110.1456077,18.70799708366394,0,0.05797101449275362,0,0,0,0,formatog_noctx_d3_p3,1
7,https://www.langenachtderwissenschaften.de/programm/detail/51514,https://www.tu.berlin/,0,0,0,0,0,1,6,3,1,1768127177.707318,16.235978364944458,0,0.0,0,0,0,0,formatog_noctx_d3_p3,1
8,"Gestalte Straßen, Radwege, Brücken und mehr mit Klemmbausteinen, und lerne spielerisch, wie moderne Verkehrsplanung funktioniert. Ihr lernt die Funktionen von Straßen kennen, die passenden Verkehrsmittel, um verschiedene Orte zu erreichen, sowie ein Konzept, wie Verkehr nachhaltiger werden kann. Für Kinder ab 6 Jahren und Erwachsene – für alle Altersgruppen ist etwas dabei! Jeder Gast erhält Bausteine, um unsere Stadt wachsen zu lassen. Komm vorbei, und werde Verkehrsplaner:in für einen Abend!",VW SimCity ist eine Veranstaltung.,0,0,0,0,0,1,5,2,1,1768127246.551066,8.480533599853516,0,0.028571428571428574,0,0,0,0,formatog_noctx_d3_p3,1
9,"Testen Sie Ihr Wissen über das Universum, und gewinnen Sie kleine Preise – solange der Vorrat reicht! Geeignet ab 6 Jahren.",Astronomie,1,0,0,0,0,0,4,3,1,1768127306.838058,20.71849751472473,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
10,Chatbots zur Stärkung der Demokratie,,0,0,0,1,0,0,6,3,2,1768127364.2476752,14.585304498672484,0,0.0,1,0,1,0,formatog_noctx_d3_p3,1
11,Live-Musik,Mitmachexperiment,0,0,0,0,0,1,5,3,1,1768127431.4805608,13.403590202331545,0,0.0,0,0,0,0,formatog_noctx_d3_p3,1
12,17:00-21:30 Uhr,,1,0,0,0,0,0,4,3,1,1768127487.8221786,11.905007123947144,0,0.0,1,0,1,0,formatog_noctx_d3_p3,1
