question_index,expected_answer,answer,has_err_agent,has_err_graph,has_err_tog,has_err_instruction,has_err_other,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,method,rep,model,questions
31,0,3,0,0,0,0,0,1,4,3,1,1768649365.079733,35.85390043258667,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
32,0,4,0,0,0,0,0,1,4,3,1,1768649795.8578126,35.7296998500824,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
33,0,3,0,0,0,0,0,1,5,3,1,1768649980.9648004,35.97133731842041,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
34,12,12,0,0,0,0,0,1,4,3,1,1768650093.8485837,34.7126886844635,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
35,3,3,0,0,0,0,0,1,11,6,2,1768650240.5201695,75.96862721443176,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
36,79,3,0,0,0,1,0,0,10,6,2,1768650875.5613508,69.36150884628296,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
37,2,2,0,0,0,0,0,1,5,3,1,1768651368.107505,35.69296073913574,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
38,1,2,0,0,0,0,0,1,11,5,2,1768651623.2376716,78.9933135509491,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
39,189,2,0,0,0,1,0,0,5,3,1,1768652158.4758997,46.905303716659546,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
40,12,12,0,0,0,1,0,0,5,3,1,1768652314.860849,50.80434846878052,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
41,0,148,0,0,0,0,0,0,16,9,3,1768652896.7896328,102.36430311203004,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
42,5,3,0,0,0,0,0,0,17,8,3,1768653168.2181387,90.79118990898132,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
43,0,59,0,0,0,1,0,0,2,2,1,1768653441.1092062,18.380695581436157,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
44,5,7,0,0,0,1,0,0,2,2,1,1768653661.130327,21.128498792648315,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
45,11,8,0,0,0,1,0,0,2,2,1,1768653819.4754026,18.307790756225582,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
46,0,3,0,0,0,0,0,1,4,2,1,1768653978.3237057,22.835529565811157,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
47,0,2,0,0,0,0,0,0,17,10,3,1768654176.560963,118.5259883403778,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
48,0,1,0,0,0,0,0,1,4,3,1,1768654459.136598,38.52029585838318,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
49,8,"over 25,000",0,0,0,1,0,0,8,4,2,1768654598.9151714,40.141477823257446,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
50,+111892,45000,0,0,0,1,0,0,4,3,1,1768654975.4703948,36.961352586746216,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
51,3,2,0,0,0,1,0,0,3,2,1,1768655430.1429057,25.21699571609497,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
52,1,22,0,1,0,0,0,0,9,5,2,1768655954.8539343,128.2371711730957,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
53,6,,0,0,0,1,0,0,1,2,1,1768656590.038699,21.8948335647583,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
54,12,3,0,0,0,0,0,1,4,3,1,1768656688.4372623,35.35661315917969,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
55,0,3,0,0,0,0,0,1,5,3,1,1768656817.064474,36.55909442901611,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
56,5,4,0,0,0,0,0,1,5,3,1,1768657186.7358043,38.24053406715393,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
57,8,3,0,0,0,0,0,1,5,3,1,1768657670.3553855,35.737035512924194,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
58,31,30,0,0,1,0,0,0,11,5,2,1768658248.794893,59.569273233413696,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
59,17,numerous,0,0,0,1,0,0,12,7,3,1768658445.6961691,75.99831676483154,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
60,13,14,0,0,0,1,0,0,1,2,1,1768658904.9307587,20.329583406448364,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
61,21,3,0,0,0,0,0,1,11,6,2,1768659587.144312,83.09387230873108,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
62,42,28,0,0,0,0,0,0,15,8,3,1768659981.4421232,98.22559452056883,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
63,13,3,0,0,0,0,0,1,4,3,1,1768660261.203211,33.2065064907074,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
64,0,1,0,0,0,1,0,0,2,2,1,1768660372.8302307,27.91165256500244,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
65,0,1,0,0,0,0,0,1,4,3,1,1768660517.5820675,43.983546018600464,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
66,0,2,0,0,0,0,0,1,4,3,1,1768660636.3163755,36.782931089401245,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
67,1,12,0,0,0,1,0,0,8,5,2,1768660828.708349,66.69048547744751,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
68,663,,0,0,0,1,0,0,12,6,2,1768661159.3710024,192.96408247947693,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
69,+6,8,0,0,0,0,0,1,4,2,1,1768662017.1570992,22.193202018737793,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
70,1,1,0,1,0,0,0,0,1,1,1,1768662184.063075,39.58999061584473,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
71,+45000000,55000000,0,0,0,0,0,1,10,5,2,1768662608.2842584,63.26915526390076,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
72,117,223,0,1,0,0,0,0,1,1,1,1768663077.3038688,3.692312479019165,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
73,15481363,45130858,0,0,0,0,0,1,11,6,2,1768704398.9988153,79.69582962989807,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
74,21,12,0,0,0,0,0,1,11,6,2,1768704882.629121,73.77545189857483,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
75,1,38,0,0,1,0,0,0,12,7,3,1768705566.7887237,172.84680008888245,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
76,3,over 20 books,0,0,0,1,0,0,9,4,2,1768706280.260923,53.1110897064209,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
77,0,15,0,0,0,0,0,0,16,8,3,1768706827.741542,92.47015738487244,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
78,4,3,0,0,0,0,0,1,4,3,1,1768707021.0672898,37.74987268447876,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
79,5,5,0,0,0,0,0,0,17,9,3,1768707171.952859,109.67282962799072,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
80,359,,0,1,0,0,0,0,1,1,1,1768640186.6100302,8.137735843658447,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
81,+3,3,0,0,0,0,0,1,4,2,1,1768640243.1606405,19.58103656768799,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
82,+709,630,0,0,0,0,0,1,4,3,1,1768640381.7653198,36.42578911781311,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
83,3,3,0,0,0,1,0,0,1,2,1,1768640491.3040328,16.787518978118896,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
84,215,346,0,0,1,0,0,0,5,4,2,1768640619.836748,146.9974925518036,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
85,0,,0,0,1,0,0,0,12,5,2,1768641108.4956105,57.738401889801025,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
86,1,2,0,0,0,0,0,1,10,5,2,1768641605.585618,65.3159818649292,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
87,8,4,0,0,0,1,0,0,4,3,1,1768642046.737897,43.87651491165161,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
88,0,2,0,0,0,0,0,1,5,3,1,1768642618.4327075,43.56267499923706,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
89,2,2,0,0,0,0,0,1,5,3,1,1768643094.0595558,42.536651611328125,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
90,0,2,0,0,0,0,0,1,5,3,1,1768643298.364071,58.8532121181488,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
91,4,3,0,0,0,0,0,1,5,3,1,1768643820.5131006,37.6255259513855,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
92,0,2,0,0,0,0,0,0,16,10,3,1768644345.5570383,124.51643371582033,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
93,common bottlenose dolphin,common bottlenose dolphin,0,0,0,0,0,1,5,3,1,1768644661.8515604,41.43243455886841,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
94,gene,TNF alpha induced protein 1,0,0,0,0,0,1,4,2,1,1768644835.4889314,24.477637767791748,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
95,0,1,0,0,0,0,0,1,5,3,1,1768645011.7893834,36.629788875579834,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
96,2,2,0,0,0,0,0,1,4,3,1,1768645205.217092,39.04474687576294,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
97,0,2,0,0,0,0,0,1,5,3,1,1768645377.454898,36.775848150253296,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
98,30,29,0,1,0,0,0,0,12,5,3,1768645807.1534572,48.327271461486816,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
99,1,1,0,0,0,1,0,0,11,6,2,1768645971.5106106,77.86794877052307,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
100,Naruhito,Emperor Naruhito,0,0,0,1,0,0,1,2,1,1768646359.1000168,20.87256407737732,0,0.6666666666666666,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
101,3,107,0,0,0,1,0,0,9,5,2,1768646902.6367242,61.05631685256958,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
102,North Rhine-Westphalia,North Rhine-Westphalia,0,0,0,1,0,0,11,6,2,1768647349.031782,91.63689589500429,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
103,Yankee Stadium,Yankee Stadium,0,0,0,0,0,1,4,3,1,1768647518.6461074,35.774248361587524,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
104,People's Republic of China; India; Myanmar; Nepal; Pakistan; Afghanistan,"India, Nepal, Bhutan, Pakistan",0,0,0,0,0,0,16,10,3,1768647697.9883764,120.4605791568756,0,0.46153846153846156,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
105,0,53,0,0,1,0,0,0,11,7,3,1768648087.829586,186.8908429145813,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
106,United States of America,United States,0,0,0,1,0,0,2,2,1,1768648625.6891162,18.471298933029175,0,0.6666666666666666,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
107,15,12,0,0,0,0,0,0,16,9,3,1768648783.5946994,107.7814075946808,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
108,Austria,Austria,0,0,0,0,0,1,4,1,1,1768648955.513838,7.052405595779419,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
109,Sweden,Sweden,0,0,0,1,0,0,1,2,1,1768649058.524616,17.551409244537354,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
110,vogue,Vogue magazine or dance style,0,0,0,1,0,0,5,3,1,1768649146.7758408,37.40014338493347,0,0.33333333333333337,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
111,ja,English,0,0,0,0,0,1,4,3,1,1768649352.020574,41.27751922607422,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
112,71,88,0,0,0,1,0,0,11,6,2,1768649520.3380835,85.86246466636658,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
113,1981,1981,0,0,0,0,0,1,4,3,1,1768649688.9837697,35.5486056804657,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
114,1990,1983,0,0,0,1,0,0,10,5,2,1768649867.7007449,56.70611023902893,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
115,original work,Original Work,0,0,0,0,0,1,6,3,1,1768650252.1809947,41.96462368965149,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
116,0,133,0,1,0,0,0,0,1,1,1,1768650707.5510798,39.66114234924317,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
117,130,332,0,1,0,0,0,0,1,1,1,1768650819.567771,4.1566102504730225,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
118,0,3,0,0,0,0,0,1,5,3,1,1768650899.7944207,41.59880828857422,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
119,7,2,0,1,0,0,0,0,6,4,2,1768651085.958544,49.09091663360596,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
120,The Greens,The Greens,0,0,0,0,0,1,4,3,1,1768651232.0308645,38.29343914985657,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
121,1960,1960,0,0,0,0,0,1,4,2,1,1768651396.893242,23.123149633407593,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
122,Crunchyroll; Hulu,"Netflix, Crunchyroll, Hulu",0,0,0,0,0,1,5,3,1,1768651533.1965334,37.192209005355835,0,0.8,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
123,77,1928-1945,0,0,0,0,0,0,15,9,3,1768651778.001811,92.70440101623537,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
124,1975,1831,0,0,0,0,0,0,15,10,3,1768652267.6947403,125.73175048828124,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
125,Dwayne Johnson; Gal Gadot; Ryan Reynolds; Chris Diamantopoulos; Ritu Arya,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulos",0,0,0,1,0,0,11,6,2,1768652838.5677102,77.21616125106812,0,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
126,Jay,Jay,0,0,0,0,0,0,17,7,3,1768653329.6026711,69.93026781082153,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
127,Germany; Ukraine; Slovakia; Moldova; Romania; Bulgaria; Croatia; Hungary; Austria; Serbia,"Germany, Romania, Austria",0,0,0,0,0,1,10,6,2,1768653839.4640856,122.88823246955872,0,0.4615384615384615,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
128,Teuthida,Teuthida,0,0,0,0,0,1,4,3,1,1768654039.8852036,40.64228367805481,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
129,beta,β,0,0,0,1,0,0,5,3,1,1768654315.0743449,130.36133575439453,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
130,Better Call Saul; El Camino: A Breaking Bad Movie,"Better Call Saul, El Camino: A Breaking Bad Movie",0,0,0,0,0,1,4,3,1,1768654889.303868,40.25027847290039,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
131,Colorado River,Colorado River,0,0,0,0,0,1,5,3,1,1768655004.7797403,39.30333709716797,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
132,exhumation,exhumation,0,0,0,0,0,1,4,3,1,1768655435.2509837,40.52812886238098,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
133,13th German Bundestag,German Bundestag,0,0,0,0,0,1,11,6,2,1768655671.0957549,90.2079257965088,0,0.8,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
134,Soziolinguistik; Patholinguistik; Genderlinguistik; Rechtslinguistik; Ethnolinguistik; Interlinguistik,"Sprachwissenschaft, Linguistik",0,0,0,0,0,0,16,10,3,1768656307.950909,124.21059775352478,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
135,Frank-Walter Steinmeier; Emmanuel Macron,"Frank-Walter Steinmeier, Emmanuel Macron",0,0,0,0,0,1,5,2,1,1768656819.0638244,32.333985567092896,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
136,singer; screenwriter; actor; composer; pianist; singer-songwriter; poet; guitarist; photographer; recording artist; musician,"Musician, Photographer/Artist",0,1,0,0,0,0,2,1,1,1768657289.1524086,41.70211839675903,0,0.14285714285714285,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
137,Star Wars Episode I: The Phantom Menace; Star Wars; Star Wars: Episode II – Attack of the Clones; Star Wars: Episode V – The Empire Strikes Back; Star Wars Episode VI: Return of the Jedi; Star Wars: The Last Jedi; Star Wars: The Rise of Skywalker; Star Wars Episode III: Revenge of the Sith; Star Wars: The Force Awakens,"Star Wars, Star Wars: Episode V – The Empire Strikes Back, Star Wars Episode VI: Return of the Jedi",0,0,0,0,0,1,11,5,2,1768657453.78383,74.60832023620605,0,0.5,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
138,The Flintstones,The Flintstones,0,0,0,0,0,1,5,2,1,1768657808.935348,27.965229511260983,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
139,gold; black; red,"black, gold, red",0,0,0,0,0,1,4,3,1,1768658011.6507516,33.50903105735779,0,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
140,women's suffrage,women's suffrage,0,0,0,0,0,1,4,3,1,1768658207.4860406,36.51655602455139,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
141,empress,empress,0,0,0,0,0,1,4,3,1,1768658377.6391957,38.65838265419006,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
142,1918-1920 flu pandemic,Spanish Flu Pandemic,0,0,0,1,0,0,16,9,3,1768658746.8579612,198.36337685585025,0,0.6666666666666666,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
143,extinction,Mass extinction event,0,1,0,0,0,0,6,3,2,1768659045.8179054,27.971555471420288,0,0.5,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
144,voice; cornet; trumpet,"trumpet, cornet, voice",0,0,0,0,0,1,4,3,1,1768659153.3266728,37.46501278877258,0,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
145,stab wound,Natural Causes,0,0,0,1,0,0,4,3,1,1768659345.4051845,37.533496379852295,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
146,male,male,0,0,0,0,0,1,4,3,1,1768659612.888405,36.35826897621155,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
147,Shinjuku,Tokyo,0,0,1,0,0,0,4,4,2,1768659784.4311545,132.58855676651,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
148,Tiger,Tiger,0,0,0,0,0,1,5,3,1,1768659987.326803,35.30953001976013,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
149,0,1335844000000,0,0,0,0,0,1,10,5,2,1768660181.511554,64.48302459716797,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
150,Point(114.054 22.535),"114.054444444, 22.546666666",0,0,0,0,0,1,4,3,1,1768660437.426854,55.10486721992493,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
151,research,Erlangen program,0,0,0,0,0,1,8,4,2,1768660571.5765252,48.46383333206177,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
152,+385000,385000,0,0,0,0,0,1,4,2,1,1768660683.699859,22.91721129417419,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
153,middle school student,high school,0,0,0,1,0,0,12,6,2,1768660949.1130724,170.13278460502625,0,0.4,0,formatog_noctx_d3_p3,1,llama3.3:70b,qald_10-en
