question_index,expected_answer,answer,has_err_instruction,has_err_format,has_err_graph,has_err_other,has_err_agent,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,is_kg_and_correct,has_err,has_err_and_correct,method,rep
62,42,28,0,0,0,0,0,0,0,1,0,1768163590.877738,5.4348297119140625,0,0.0,0,0,0,0,io_few_shot,1
63,13,5,0,0,0,0,0,0,0,1,0,1768164197.8435202,4.859736204147339,0,0.0,0,0,0,0,io_few_shot,1
64,0,2,0,0,0,0,0,0,0,1,0,1768164365.043033,4.99432373046875,0,0.0,0,0,0,0,io_few_shot,1
65,0,,0,0,0,0,0,0,0,1,0,1768164502.3953886,4.17862343788147,0,0.0,1,0,0,0,io_few_shot,1
66,0,1,0,0,0,0,0,0,0,1,0,1768164626.2565434,3.881866216659546,0,0.0,0,0,0,0,io_few_shot,1
67,1,12,0,0,0,0,0,0,0,1,0,1768165102.556213,4.615799903869629,0,0.0,0,0,0,0,io_few_shot,1
68,663,,0,0,0,0,0,0,0,1,0,1768165672.2752438,10.0912766456604,0,0.0,1,0,0,0,io_few_shot,1
69,+6,4,0,0,0,0,0,0,0,1,0,1768165814.5108967,4.819900035858154,0,0.0,0,0,0,0,io_few_shot,1
70,1,1,0,0,0,0,0,0,0,1,0,1768166134.5041106,4.481328964233398,1,1.0,0,0,0,0,io_few_shot,1
71,+45000000,45 million,0,0,0,0,0,0,0,1,0,1768166384.2471266,4.703559875488281,0,0.0,0,0,0,0,io_few_shot,1
72,117,224,0,0,0,0,0,0,0,1,0,1768166457.3896222,4.9051513671875,0,0.0,0,0,0,0,io_few_shot,1
73,15481363,100 million,0,0,0,0,0,0,0,1,0,1768166988.0312214,4.32454776763916,0,0.0,0,0,0,0,io_few_shot,1
74,21,12,0,0,0,0,0,0,0,1,0,1768167567.3161807,4.1880784034729,0,0.0,0,0,0,0,io_few_shot,1
75,1,38,0,0,0,0,0,0,0,1,0,1768167928.5112224,5.921369314193726,0,0.0,0,0,0,0,io_few_shot,1
76,3,1400,0,0,0,0,0,0,0,1,0,1768168274.3018284,4.1643829345703125,0,0.0,0,0,0,0,io_few_shot,1
77,0,19,0,0,0,0,0,0,0,1,0,1768168800.8179648,4.833962440490723,0,0.0,0,0,0,0,io_few_shot,1
78,4,3,0,0,0,0,0,0,0,1,0,1768169315.8614943,5.305625677108765,0,0.0,0,0,0,0,io_few_shot,1
79,5,5,0,0,0,0,0,0,0,1,0,1768169723.5851822,3.806297540664673,1,1.0,0,0,0,0,io_few_shot,1
80,359,,0,0,0,0,0,0,0,1,0,1768219007.0348723,6.861757516860962,0,0.0,1,0,0,0,io_few_shot,1
81,+3,3,0,0,0,0,0,0,0,1,0,1768219134.0226066,3.564997434616089,1,1.0,0,0,0,0,io_few_shot,1
82,+709,736,0,0,0,0,0,0,0,1,0,1768219337.6173987,4.043084383010864,0,0.0,0,0,0,0,io_few_shot,1
83,3,3,0,0,0,0,0,0,0,1,0,1768219427.378676,7.581261873245239,1,1.0,0,0,0,0,io_few_shot,1
84,215,346,0,0,0,0,0,0,0,1,0,1768220096.3159604,4.644039630889893,0,0.0,0,0,0,0,io_few_shot,1
85,0,129,0,0,0,0,0,0,0,1,0,1768220640.379593,4.889796733856201,0,0.0,0,0,0,0,io_few_shot,1
86,1,14,0,0,0,0,0,0,0,1,0,1768221092.156948,4.6660401821136475,0,0.0,0,0,0,0,io_few_shot,1
87,8,4,0,0,0,0,0,0,0,1,0,1768221613.0178187,4.688204050064087,0,0.0,0,0,0,0,io_few_shot,1
88,0,4,0,0,0,0,0,0,0,1,0,1768222108.5162952,4.421154975891113,0,0.0,0,0,0,0,io_few_shot,1
89,2,0,0,0,0,0,0,0,0,1,0,1768222336.4238095,6.329169511795044,0,0.0,0,0,0,0,io_few_shot,1
90,0,4,0,0,0,0,0,0,0,1,0,1768222951.7307248,5.013103723526001,0,0.0,0,0,0,0,io_few_shot,1
91,4,15,0,0,0,0,0,0,0,1,0,1768223170.1282935,4.466488599777222,0,0.0,0,0,0,0,io_few_shot,1
92,0,4,0,0,0,0,0,0,0,1,0,1768223683.9700704,5.237132549285889,0,0.0,0,0,0,0,io_few_shot,1
93,common bottlenose dolphin,Common Bottlenose Dolphin,0,0,0,0,0,0,0,1,0,1768223941.123436,4.857438564300537,1,1.0,0,0,0,0,io_few_shot,1
94,gene,Tumor Necrosis Factor Alpha-Induced Protein 1,0,0,0,0,0,0,0,1,0,1768224092.0480416,5.506054878234863,0,0.0,0,0,0,0,io_few_shot,1
95,0,1,0,0,0,0,0,0,0,1,0,1768224322.233695,4.657914638519287,0,0.0,0,0,0,0,io_few_shot,1
96,2,2,0,0,0,0,0,0,0,1,0,1768224505.9219377,4.698257923126221,1,1.0,0,0,0,0,io_few_shot,1
97,0,3,0,0,0,0,0,0,0,1,0,1768224984.8176315,4.32474160194397,0,0.0,0,0,0,0,io_few_shot,1
98,30,29,0,0,0,0,0,0,0,1,0,1768225259.6253598,4.169142484664917,0,0.0,0,0,0,0,io_few_shot,1
99,1,1,0,0,0,0,0,0,0,1,0,1768225867.4153209,4.69903039932251,1,1.0,0,0,0,0,io_few_shot,1
100,Naruhito,Fumio Kishida,0,0,0,0,0,0,0,1,0,1768226303.393141,5.565293073654175,0,0.0,0,0,0,0,io_few_shot,1
101,3,292,0,0,0,0,0,0,0,1,0,1768226778.3612163,4.987078905105591,0,0.0,0,0,0,0,io_few_shot,1
102,North Rhine-Westphalia,North Rhine-Westphalia,0,0,0,0,0,0,0,1,0,1768226926.7630494,5.246653318405151,1,1.0,0,0,0,0,io_few_shot,1
103,Yankee Stadium,Yankee Stadium,0,0,0,0,0,0,0,1,0,1768227078.5915358,4.084417104721069,1,1.0,0,0,0,0,io_few_shot,1
104,People's Republic of China; India; Myanmar; Nepal; Pakistan; Afghanistan,"India, Nepal, Bhutan, Pakistan",0,0,0,0,0,0,0,1,0,1768227551.289666,5.454578399658203,0,0.46153846153846156,0,0,0,0,io_few_shot,1
105,0,53,0,0,0,0,0,0,0,1,0,1768227732.2755332,4.126103401184082,0,0.0,0,0,0,0,io_few_shot,1
106,United States of America,United States,0,0,0,0,0,0,0,1,0,1768227825.995963,4.292084693908691,0,0.6666666666666666,0,0,0,0,io_few_shot,1
107,15,Multiple,0,0,0,0,0,0,0,1,0,1768229564.396996,5.925410747528076,0,0.0,0,0,0,0,io_few_shot,1
108,Austria,Austria,0,0,0,0,0,0,0,1,0,1768229686.6430943,4.100268840789795,1,1.0,0,0,0,0,io_few_shot,1
109,Sweden,Sweden,0,0,0,0,0,0,0,1,0,1768229768.3505728,3.817190170288086,1,1.0,0,0,0,0,io_few_shot,1
110,vogue,Vogue magazine,0,0,0,0,0,0,0,1,0,1768230267.9404826,4.622293472290039,0,0.6666666666666666,0,0,0,0,io_few_shot,1
111,ja,Hawaiian,0,0,0,0,0,0,0,1,0,1768230420.0759082,4.9854254722595215,0,0.0,0,0,0,0,io_few_shot,1
112,71,82,0,0,0,0,0,0,0,1,0,1768230591.1519806,4.641841173171997,0,0.0,0,0,0,0,io_few_shot,1
113,1981,1981,0,0,0,0,0,0,0,1,0,1768230740.8700006,4.187238693237305,1,1.0,0,0,0,0,io_few_shot,1
114,1990,1983,0,0,0,0,0,0,0,1,0,1768230969.4915917,4.843530893325806,0,0.0,0,0,0,0,io_few_shot,1
115,original work,Original Work,0,0,0,0,0,0,0,1,0,1768231202.2840126,4.544713020324707,1,1.0,0,0,0,0,io_few_shot,1
116,0,64,0,0,0,0,0,0,0,1,0,1768231334.5429206,5.181527853012085,0,0.0,0,0,0,0,io_few_shot,1
117,130,over 200,0,0,0,0,0,0,0,1,0,1768231383.5945988,4.966791391372681,0,0.0,0,0,0,0,io_few_shot,1
118,0,0,0,0,0,0,0,0,0,1,0,1768231712.393064,4.574481010437012,1,1.0,0,0,0,0,io_few_shot,1
119,7,2,0,0,0,0,0,0,0,1,0,1768232008.2804437,8.02274227142334,0,0.0,0,0,0,0,io_few_shot,1
120,The Greens,The Green Party,0,0,0,0,0,0,0,1,0,1768232217.544298,4.310062646865845,0,0.0,0,0,0,0,io_few_shot,1
121,1960,1958,0,0,0,0,0,0,0,1,0,1768232369.8537607,4.1270081996917725,0,0.0,0,0,0,0,io_few_shot,1
122,Crunchyroll; Hulu,"Netflix, Crunchyroll, Hulu, Funimation, VRV",0,0,0,0,0,0,0,1,0,1768232581.4514132,6.443244457244873,0,0.5714285714285715,0,0,0,0,io_few_shot,1
123,77,Born 1928-1945,0,0,0,0,0,0,0,1,0,1768232984.0311062,5.110651254653931,0,0.0,0,0,0,0,io_few_shot,1
124,1975,1831,0,0,0,0,0,0,0,1,0,1768233526.4393315,4.40097188949585,0,0.0,0,0,0,0,io_few_shot,1
125,Dwayne Johnson; Gal Gadot; Ryan Reynolds; Chris Diamantopoulos; Ritu Arya,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulos",0,0,0,0,0,0,0,1,0,1768234025.5559154,7.745374202728272,0,1.0,0,0,0,0,io_few_shot,1
126,Jay,Jay,0,0,0,0,0,0,0,1,0,1768234370.5209043,4.936395168304443,1,1.0,0,0,0,0,io_few_shot,1
127,Germany; Ukraine; Slovakia; Moldova; Romania; Bulgaria; Croatia; Hungary; Austria; Serbia,"Germany, Austria, Slovakia, Hungary, Croatia, Serbia, Bulgaria, Romania",0,0,0,0,0,0,0,1,0,1768234513.61701,6.043563365936279,0,0.888888888888889,0,0,0,0,io_few_shot,1
128,Teuthida,Giant Squid,0,0,0,0,0,0,0,1,0,1768234686.9688518,5.2153356075286865,0,0.0,0,0,0,0,io_few_shot,1
129,beta,β,0,0,0,0,0,0,0,1,0,1768235278.479584,4.345767021179199,0,0.0,0,0,0,0,io_few_shot,1
130,Better Call Saul; El Camino: A Breaking Bad Movie,"Better Call Saul, El Camino: A Breaking Bad Movie",0,0,0,0,0,0,0,1,0,1768235406.2076268,6.139294624328613,1,1.0,0,0,0,0,io_few_shot,1
131,Colorado River,Colorado River,0,0,0,0,0,0,0,1,0,1768235544.477013,3.824929714202881,1,1.0,0,0,0,0,io_few_shot,1
132,exhumation,The Persistence of Memory,0,0,0,0,0,0,0,1,0,1768235731.4808755,6.356810092926025,0,0.0,0,0,0,0,io_few_shot,1
133,13th German Bundestag,Bundestag,0,0,0,0,0,0,0,1,0,1768235946.007956,4.276695728302002,0,0.5,0,0,0,0,io_few_shot,1
134,Soziolinguistik; Patholinguistik; Genderlinguistik; Rechtslinguistik; Ethnolinguistik; Interlinguistik,"Germanistische Linguistik, Romanische Linguistik, Slavische Linguistik, Allgemeine Linguistik",0,0,0,0,0,0,0,1,0,1768236085.6814947,7.54632306098938,0,0.0,0,0,0,0,io_few_shot,1
135,Frank-Walter Steinmeier; Emmanuel Macron,"Frank-Walter Steinmeier, Emmanuel Macron",0,0,0,0,0,0,0,1,0,1768236499.2035396,5.443588018417358,1,1.0,0,0,0,0,io_few_shot,1
136,singer; screenwriter; actor; composer; pianist; singer-songwriter; poet; guitarist; photographer; recording artist; musician,"Musician, Photographer/Artist",0,0,0,0,0,0,0,1,0,1768236675.7353082,4.928132057189941,0,0.14285714285714285,0,0,0,0,io_few_shot,1
137,Star Wars Episode I: The Phantom Menace; Star Wars; Star Wars: Episode II – Attack of the Clones; Star Wars: Episode V – The Empire Strikes Back; Star Wars Episode VI: Return of the Jedi; Star Wars: The Last Jedi; Star Wars: The Rise of Skywalker; Star Wars Episode III: Revenge of the Sith; Star Wars: The Force Awakens,"Episode I: The Phantom Menace, Episode II: Attack of the Clones, Episode III: Revenge of the Sith, Episode IV: A New Hope, Episode V: The Empire Strikes Back, Episode VI: Return of the Jedi, Episode VII: The Force Awakens, Episode VIII: The Last Jedi, Episode IX: The Rise of Skywalker",0,0,0,0,0,0,0,1,0,1768237029.8164651,15.352313756942747,0,0.6739130434782609,0,0,0,0,io_few_shot,1
138,The Flintstones,The Flintstones,0,0,0,0,0,0,0,1,0,1768237239.8228393,6.269830942153931,1,1.0,0,0,0,0,io_few_shot,1
139,gold; black; red,"Black, Red, Gold",0,0,0,0,0,0,0,1,0,1768237426.6927533,4.813385963439941,0,1.0,0,0,0,0,io_few_shot,1
140,women's suffrage,Women's right to vote,0,0,0,0,0,0,0,1,0,1768237610.155486,5.857425928115845,0,0.3333333333333333,0,0,0,0,io_few_shot,1
141,empress,empress,0,0,0,0,0,0,0,1,0,1768237799.4829242,4.147320032119751,1,1.0,0,0,0,0,io_few_shot,1
142,1918-1920 flu pandemic,Spanish Flu,0,0,0,0,0,0,0,1,0,1768238284.6631956,5.516693830490112,0,0.4,0,0,0,0,io_few_shot,1
143,extinction,Mass extinction event,0,0,0,0,0,0,0,1,0,1768238655.6271915,5.634666681289673,0,0.5,0,0,0,0,io_few_shot,1
144,voice; cornet; trumpet,"Trumpet, Cornet, Vocals",0,0,0,0,0,0,0,1,0,1768238850.3571124,5.023639678955078,0,0.6666666666666666,0,0,0,0,io_few_shot,1
145,stab wound,Natural Causes,0,0,0,0,0,0,0,1,0,1768239165.0045557,7.372294902801514,0,0.0,0,0,0,0,io_few_shot,1
146,male,Male,0,0,0,0,0,0,0,1,0,1768239272.15668,4.251330375671387,1,1.0,0,0,0,0,io_few_shot,1
147,Shinjuku,Tokyo,0,0,0,0,0,0,0,1,0,1768239485.7680264,4.332179307937622,0,0.0,0,0,0,0,io_few_shot,1
148,Tiger,Tiger,0,0,0,0,0,0,0,1,0,1768239649.552416,4.166008234024048,1,1.0,0,0,0,0,io_few_shot,1
149,0,1425.56 billion USD,0,0,0,0,0,0,0,1,0,1768239793.5017006,6.470550298690796,0,0.0,0,0,0,0,io_few_shot,1
150,Point(114.054 22.535),"22.5429, 114.0617",0,0,0,0,0,0,0,1,0,1768240051.7417111,5.417346715927124,0,0.0,0,0,0,0,io_few_shot,1
151,research,a research program in mathematics,0,0,0,0,0,0,0,1,0,1768240132.717393,5.9953131675720215,0,0.4,0,0,0,0,io_few_shot,1
152,+385000,125000,0,0,0,0,0,0,0,1,0,1768240243.8875282,4.038640737533569,0,0.0,0,0,0,0,io_few_shot,1
153,middle school student,High School,0,0,0,0,0,0,0,1,0,1768240506.7230382,4.584860324859619,0,0.4,0,0,0,0,io_few_shot,1
154,Igbo,Igbo,0,0,0,0,0,0,0,1,0,1768240686.5906682,4.635665655136108,1,1.0,0,0,0,0,io_few_shot,1
155,Peter Orlovsky,Peter Orlovsky,0,0,0,0,0,0,0,1,0,1768240844.4722526,4.331247329711914,1,1.0,0,0,0,0,io_few_shot,1
156,Gothic,Risen,0,0,0,0,0,0,0,1,0,1768241273.6759627,4.1709372997283936,0,0.0,0,0,0,0,io_few_shot,1
157,Blackadder,Blackadder,0,0,0,0,0,0,0,1,0,1768241423.174341,4.041476726531982,1,1.0,0,0,0,0,io_few_shot,1
158,Lady Ella,The First Lady of Song,0,0,0,0,0,0,0,1,0,1768241599.8868103,4.493382930755615,0,0.3333333333333333,0,0,0,0,io_few_shot,1
159,writer; novelist,,0,0,0,0,0,0,0,1,0,1768242015.6695302,4.464459419250488,0,0.0,1,0,0,0,io_few_shot,1
160,television actor; jazz musician; actor; pianist; singer-songwriter; jazz guitarist,"Singer, Musician, Pianist, Actor",0,0,0,0,0,0,0,1,0,1768219166.9392946,5.190101861953735,0,0.46153846153846156,0,0,0,0,io_few_shot,1
161,Arabic; Persian,Persian,0,0,0,0,0,0,0,1,0,1768219409.3919806,3.9731545448303223,0,0.6666666666666666,0,0,0,0,io_few_shot,1
162,+230241,"approximately 230,000",0,0,0,0,0,0,0,1,0,1768219622.8367715,4.830024242401123,0,0.0,0,0,0,0,io_few_shot,1
163,Promising Young Woman,Promising Young Woman,0,0,0,0,0,0,0,1,0,1768219753.698362,4.6654908657073975,1,1.0,0,0,0,0,io_few_shot,1
164,sunglasses,Sunglasses,0,0,0,0,0,0,0,1,0,1768219946.970883,3.938911199569702,1,1.0,0,0,0,0,io_few_shot,1
165,Ancient Greek,Ancient Greek,0,0,0,0,0,0,0,1,0,1768220337.1405778,4.173200368881226,1,1.0,0,0,0,0,io_few_shot,1
166,Esperanto; Silesian German; German; Silesian; Kashubian; Old Prussian; Polish Sign Language; Vilamovian; Polish; Lithuanian,Polish,0,0,0,0,0,0,0,1,0,1768220452.9604435,3.9450061321258545,0,0.13333333333333333,0,0,0,0,io_few_shot,1
167,53,30,0,0,0,0,0,0,0,1,0,1768220599.7901704,4.332435369491577,0,0.0,0,0,0,0,io_few_shot,1
168,G; E; C,"C, E, G",0,0,0,0,0,0,0,1,0,1768220800.921909,4.823669672012329,0,1.0,0,0,0,0,io_few_shot,1
169,60,,0,0,0,0,0,0,0,1,0,1768221353.2944412,7.279880046844482,0,0.0,1,0,0,0,io_few_shot,1
170,1335,2016,0,0,0,0,0,0,0,1,0,1768221552.174313,6.177360773086548,0,0.0,0,0,0,0,io_few_shot,1
171,Mogollon culture,"Maya, Inca, Toltec",0,0,0,0,0,0,0,1,0,1768222055.4475513,6.882924556732178,0,0.0,0,0,0,0,io_few_shot,1
172,Vaseline,Vaseline,0,0,0,0,0,0,0,1,0,1768222264.4518473,4.232679128646851,1,1.0,0,0,0,0,io_few_shot,1
173,45,2,0,0,0,0,0,0,0,1,0,1768223366.5186555,6.238351106643677,0,0.0,0,0,0,0,io_few_shot,1
174,Brit Marling,Brit Marling,0,0,0,0,0,0,0,1,0,1768223526.749962,4.331618547439575,1,1.0,0,0,0,0,io_few_shot,1
175,Jal Pari; Meri Kahani; Meri Kahani,,0,0,0,0,0,0,0,1,0,1768223989.2015622,8.456956148147583,0,0.0,1,0,0,0,io_few_shot,1
176,earl,Countess of Lovelace,0,0,0,0,0,0,0,1,0,1768224150.8249328,4.913344621658325,0,0.0,0,0,0,0,io_few_shot,1
177,corridor; time; dualism; doorway; beginning; gate; transition; sowing,"Doorways, Beginnings, and Endings",0,0,0,0,0,0,0,1,0,1768224572.2193348,5.308324098587036,0,0.0,0,0,0,0,io_few_shot,1
178,Gollum,Grishnákh,0,0,0,0,0,0,0,1,0,1768225140.2593718,14.387569665908812,0,0.0,0,0,0,0,io_few_shot,1
179,The Town Hall at Auvers,Tree Roots,0,0,0,0,0,0,0,1,0,1768225469.8655028,4.955787181854248,0,0.0,0,0,0,0,io_few_shot,1
180,Montreux Casino,Casino fire in Montreux,0,0,0,0,0,0,0,1,0,1768225966.2892418,5.696139812469482,0,0.6666666666666666,0,0,0,0,io_few_shot,1
181,-3600000-01-01T00:00:00Z,Around 11-15 million years ago,0,0,0,0,0,0,0,1,0,1768226088.0168848,5.210508108139038,0,0.0,0,0,0,0,io_few_shot,1
182,1989,1989,0,0,0,0,0,0,0,1,0,1768226214.3564029,4.096678256988525,1,1.0,0,0,0,0,io_few_shot,1
183,2017,2017,0,0,0,0,0,0,0,1,0,1768226377.9038084,4.0560081005096436,1,1.0,0,0,0,0,io_few_shot,1
