question_index,expected_answer,answer,has_err_agent,has_err_graph,has_err_tog,has_err_instruction,has_err_other,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,method,rep,model,questions
13,https://www.langenachtderwissenschaften.de/programm/detail/51498,,0,0,0,1,0,0,15,8,3,1768689868.9990451,160.1687388420105,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
14,25,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,4,3,1,1768690114.3280995,55.302040338516235,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
15,https://www.langenachtderwissenschaften.de/programm/detail/51151,,0,0,0,1,0,0,13,6,3,1768690310.9125586,80.93313574790955,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
16,Juri Mertens,,0,0,0,1,0,0,10,6,2,1768690595.674521,136.68567538261414,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
17,"Wissensmarkt (HZA)
Verlängerte Hertzallee
10623 Berlin
",Wissensmarkt (HZA) Verlängerte Hertzallee 10623 Berlin,0,0,0,0,0,1,4,3,1,1768690849.3177545,59.78286361694336,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
18,https://www.langenachtderwissenschaften.de/programm/detail/51348,Technische Universität Berlin,0,0,0,0,0,1,10,6,2,1768691088.903772,142.7950677871704,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
19,17:30-23:15 Uhr,17:30-23:15 Uhr,0,0,0,0,0,1,4,3,1,1768691342.7098722,48.48686242103577,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
20,"Das Open-Battery-Projekt bietet eine offene Transferplattform für Software- und Hardwarekomponenten, die um ein batteriegestütztes Photovoltaiksystem mit Netzanschluss angesiedelt sind. Dieser quelloffene Ansatz des Projekts ermöglicht es Privatpersonen, Vereinen, Communitys oder Unternehmen auf der ganzen Welt, an der Energiewende teilzunehmen und sie mitzugestalten. Aktuell befindet sich das Open-Battery-Projekt in der Entwicklungsphase. Hardware- und Softwarekomponenten werden zusammen mit Student:innen ausgelegt, aufgebaut und getestet.",Offene Plattform für kostengünstige Energie- und Speichersysteme,0,0,0,0,0,1,4,2,1,1768691475.9588954,37.83413600921631,0,0.10344827586206895,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
21,23:30-00:00 Uhr,23:30-00:00 Uhr,0,0,0,0,0,1,4,3,1,1768691621.8561532,51.636924505233765,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
22,Studentisches Projekt „Automatisiertes Fahren“,Haus der Fahrzeugtechnik (TIB13) Gustav-Meyer-Allee 25 13355 Berlin Halle,0,0,0,0,0,1,11,6,2,1768691819.4970958,116.65392088890076,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
23,Science Slam – Brainpower mit Entertainment-Faktor,Science Slam – Brainpower mit Entertainment-Faktor,0,0,0,0,0,1,4,2,1,1768692041.5124311,45.85026812553406,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
24,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Turbulentes Chaos: Wie können numerische Simulationen helfen?,0,0,0,0,0,1,7,4,2,1768692207.590956,56.77615928649902,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
25,Science Slam – Brainpower mit Entertainment-Faktor,Bar Null,0,0,0,0,0,1,6,3,1,1768692370.035226,73.09787440299988,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
26,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Blitztastisch! Die elektrisierende Energieshow für Kinder,0,0,0,0,0,1,6,2,1,1768692596.7014134,46.10808801651001,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
27,⚡ Blitztastisch! Die elektrisierende Energieshow für Kinder,,0,0,0,1,0,0,6,3,1,1768692787.7757084,75.38011884689331,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
28,Papier macht kreativ – Blumen basteln in der Gartenbaubibliothek,,0,0,0,1,0,0,10,5,2,1768693043.2210777,91.22482681274414,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
29,Quantum Walks vs. Drunkard‘s Walk – wie Quantenteilchen schneller ans Ziel kommen,,0,0,0,1,0,0,12,6,2,1768693283.358245,100.64936637878418,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
30,Lokfahren für Anfänger:innen,"Einblicke in den modernen Bahnbetrieb, Lokfahren für Anfänger:innen",0,0,0,0,0,1,5,2,1,1768693527.1862526,40.611899852752686,0,0.6,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
31,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,0,0,0,0,0,1,6,3,1,1768693708.5929332,61.55345940589905,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
32,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen",0,0,0,0,0,1,12,6,2,1768693938.596485,106.50915145874023,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
33,Eine „Lesepfote“ zu Gast in der Bibliothek,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,0,0,0,0,0,1,10,5,2,1768694199.35203,74.80513429641724,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
34,Kopf trifft Körper: Teste deine Fitness und Motorik im TU-SportLab!,Ist das schon ein Roboter?,0,0,0,0,0,1,6,2,1,1768694424.0624192,50.29752349853515,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
35,"Haus des Lernens (MAR)
Marchstraße 23
10587 Berlin
Raum MAR 0.011 (EG)",Haus der Ideen (H),0,0,0,0,0,1,6,3,1,1768694709.4050915,57.25087356567383,0,0.14285714285714288,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
36,Roboter im öffentlichen Raum: Mensch und Maschine mitten im Leben,Roboter,0,0,0,1,0,0,5,3,1,1768694910.931043,50.0618371963501,0,0.18181818181818182,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
37,Tourismushistorischer Dia- und Filmabend,Tourismushistorischer Dia- und Filmabend,0,0,0,0,0,1,12,6,2,1768695055.280584,121.81789350509644,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
38,5 Euro,5 Euro,0,0,0,0,0,1,6,2,1,1768695332.3892784,41.35405111312866,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
39,jedes Alter,ab 5 Jahren,0,0,0,0,0,1,6,2,1,1768695516.2791038,56.25941729545593,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
40,Technische Universität Berlin,Technische Universität Berlin,0,0,0,0,0,1,8,4,2,1768695686.2459865,76.38227868080139,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
41,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),Lange Nacht der Wissenschaften e. V. (LNDW e. V.),0,0,0,0,0,1,5,1,1,1768695822.3379133,12.806936979293823,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
42,New Practice in Art and Technology / Workshops,,0,0,0,0,0,0,17,8,3,1768696032.966441,121.24855971336363,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
43,Veranstaltung auf Englisch,Englisch,0,0,0,0,0,1,6,3,1,1768696318.6681845,79.42982816696167,0,0.5,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
44,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,New Practice in Art and Technology / Open Studio: Guided Tours,0,0,0,0,0,1,6,3,1,1768696523.5350895,54.686973571777344,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
45,21:00-21:20 Uhr,21:20 Uhr,0,0,0,0,0,1,4,3,1,1768696697.8167417,52.67469048500061,0,0.5,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
46,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,0,0,0,0,0,1,5,3,1,1768696869.06968,77.80663681030273,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
47,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,0,0,0,0,0,1,5,3,1,1768697116.901297,51.01110339164734,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
48,Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur,,0,0,0,1,0,0,3,2,1,1768697302.4971917,25.366997003555294,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
49,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen","Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur, Die Atmosphäre in der Stadt erforschen – Einblicke in das Stadtklima-Observatorium Berlin, Historisch-ökologische Exkursion über den Steglitzer Fichtenberg",0,0,0,0,0,1,6,3,1,1768697465.465187,84.80521631240845,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
50,Zukunft der Energie: nachhaltig durch KI,Flugsimulator SEPHIR und Flugsimulator MARS,0,0,0,0,0,1,6,3,1,1768697739.5745645,103.99400305747986,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
51,über 1000,über 1.000,0,0,0,0,0,1,10,5,2,1768698030.6906407,107.52643609046936,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
52,etwa 50,etwa 50,0,0,0,0,0,1,10,5,2,1768698320.1233914,112.4378261566162,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
53,Science Slam – Brainpower mit Entertainment-Faktor,Turbulentes Chaos: Wie können numerische Simulationen helfen? und Science Slam – Brainpower mit Entertainment-Faktor,0,0,0,0,0,1,2,1,1,1768698526.33336,12.810213088989258,0,0.6,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
54,Berlin,Berlin,0,0,0,0,0,1,5,1,1,1768698613.3950286,8.325124263763428,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
55,FaSTTUBe – das elektrische Rennauto des Formula Student Team TU Berlin,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,4,3,1,1768698743.8811066,70.11562061309814,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
56,Wie moderne Mobilfunknetze funktionieren – Identitätsmanagement in 6G-Netzwerken,,0,0,0,0,0,0,12,8,3,1768699040.2865016,169.6148006916046,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
57,"Die Lange Nacht der Wissenschaften in Berlin ist ein Gemeinschaftsprojekt wissenschaftlicher sowie wissenschaftsnaher Einrichtungen der Region und findet einmal jährlich statt. Veranstalter ist der Lange Nacht der Wissenschaften e. V. (LNDW e. V.), in dem sich wissenschaftliche Einrichtungen zusammengeschlossen haben. Finanziert wird die Lange Nacht der Wissenschaften weitgehend von den beteiligten wissenschaftlichen Einrichtungen selbst. Auch die Ticketeinnahmen werden vollständig für die Finanzierung der Gesamtveranstaltung verwendet. Die Lange Nacht der Wissenschaften wird von zahlreichen Partnern aus der Region unterstützt. Über den Einsatz der Mittel entscheidet die Mitgliederversammlung des LNDW e. V.",Veranstaltung,0,0,0,0,0,1,6,2,1,1768699317.206708,30.480553150177,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
58,"Haus der Ideen (H)
Straße des 17. Juni 135
10623 Berlin
Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)","Haus der Ideen, Technische Universität Berlin",0,0,0,0,0,1,4,3,1,1768699501.7747445,59.10727334022522,0,0.2608695652173913,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
59,17:30-23:20 Uhr,17:30-23:20 Uhr,0,0,0,0,0,1,4,3,1,1768699668.455435,51.239354610443115,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
60,Barrierefreier Rollstuhlzugang,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,4,2,1,1768699793.177436,29.280669689178467,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
61,Experiment,Veranstaltung,0,0,0,0,0,1,12,4,2,1768700012.866097,75.41448044776917,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
62,Demonstration,Veranstaltung,0,0,0,0,0,1,5,2,1,1768700225.2375357,30.44427609443665,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
63,Fluoreszierender Wärmeübertrager,Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,6,3,1,1768700403.2151284,60.08987975120544,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
64,Technische Universität Berlin,Technische Universität Berlin,0,0,0,0,0,1,6,3,1,1768700587.613796,49.07486081123352,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
65,Technische Universität Berlin,Technische Universität Berlin,0,0,0,0,0,1,8,4,2,1768700826.310841,77.5958788394928,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
66,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Berlin,0,0,0,0,0,1,5,3,1,1768701048.5225782,67.42631554603577,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
67,Mitmachexperiment,Veranstaltung,0,0,0,0,0,1,6,2,1,1768701209.1838207,25.28675651550293,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
68,Ausstellung,Ausstellung,0,0,0,0,0,1,6,3,1,1768701363.810064,47.82463240623474,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
69,Wissenschaftliche Ergebnisse offen zugänglich machen durch Information Management,Wissenschaftliche Veranstaltung,0,0,0,0,0,1,3,1,1,1768701524.4145815,10.695951700210571,0,0.2,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
70,17:00-00:00 Uhr,17:00-00:00 Uhr,0,0,0,0,0,1,4,3,1,1768701633.8924458,50.267701625823975,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
71,Geeignet für Kinder,Kinder,0,0,0,0,0,1,5,2,1,1768701767.3854566,38.58901023864746,0,0.5,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
72,17:00-17:15 Uhr,,0,0,0,1,0,0,13,7,3,1768702007.0475595,137.1504843235016,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
73,"Im Fahrsimulator erleben fahrende Personen realitätsnahes Fahrverhalten mit Rundumsicht. Eine Fahrdynamiksimulation erzeugt das realistische Lenkgefühl, die aktive Pedalerie ermöglicht zum Beispiel das bekannte ABS-Ruckeln. Beim Bremsen und Beschleunigen nickt das Fahrzeug, in Kurven wankt es. Kenngrößen der Mensch-Fahrzeug-Interaktion und des Fahrzustands werden aufgezeichnet und ermöglichen eine Bewertung von Fahrfunktionen und Fahrleistung. So können sicherheitskritische Situationen und deren Beherrschbarkeit bis in den Grenzbereich erprobt und untersucht werden. Geeignet ab 15 Jahren.",Realistisches Fahrgefühl,0,0,0,0,0,1,5,2,1,1768702251.0523567,54.44380331039429,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
74,21:45-22:00 Uhr,,0,0,0,1,0,0,15,8,3,1768702541.2114506,157.650484085083,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
75,Demonstration,Demonstration,0,0,0,0,0,1,6,3,1,1768702829.6640537,54.39692234992981,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
76,Barrierefreier Rollstuhlzugang,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,5,2,1,1768703021.1257763,33.37623834609985,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
77,17:00-22:00 Uhr,17:00-22:00 Uhr,0,0,0,0,0,1,5,3,1,1768703175.5076935,56.508893966674805,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
78,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Charlottenburg,0,0,0,0,0,1,5,3,1,1768703316.1862235,53.37932872772217,0,0.33333333333333337,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
79,Mitmachexperiment,Mitmachexperiment,0,0,0,0,0,1,6,3,1,1768703473.060038,52.568899154663086,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
80,Geeignet für Kinder,"Schüler, Studenten und junge Berufstätige",0,0,0,0,0,0,12,6,3,1768703640.6773825,83.45240330696106,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
81,Detektive im Heizungskeller: intelligente Messtechnik für die Wärmewende von „Delta Heat“,Haus der Energie (KT),0,0,0,0,0,1,6,3,1,1768703817.6756437,54.18905591964722,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
82,Future Security Lab – Sicherheitsforschung zum Anfassen,Future Security Lab – Sicherheitsforschung zum Anfassen,0,0,0,0,0,1,5,3,1,1768704023.9677908,71.82025027275085,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
83,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Haus der Digitalisierung (RKF) TU Berlin im Einstein Center Digital Future (ECDF)/Robert-Koch-Forum Wilhelmstraße 67 10117 Berlin Räume RKF 007 und RKF 008,0,0,0,0,0,1,6,2,1,1768704190.0211942,37.84404253959656,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
84,17:00-00:00 Uhr,17:00-00:00 Uhr,0,0,0,0,0,1,5,3,1,1768704378.91563,51.13888168334961,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
85,Geeignet für Kinder,Kinder,0,0,0,0,0,1,5,2,1,1768704518.3157396,41.08307766914368,0,0.5,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
86,Installation,Installation,0,0,0,0,0,1,6,2,1,1768704652.9394684,52.117597579956055,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
87,Zukunft der Energie: nachhaltig durch KI,"Pflege 4.0, Autonomes Fahren, Erlebbare und Erklärbare Künstliche Intelligenz",0,0,0,0,0,1,5,3,1,1768704848.3312025,72.88885807991028,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
88,Zukunft der Energie: nachhaltig durch KI,Haus der Erlebbaren KI (ZEKI),0,0,0,0,0,1,6,3,1,1768705048.5563033,62.910109519958496,0,0.22222222222222224,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
89,Future Security Lab – Sicherheitsforschung zum Anfassen,Future Security Lab,0,0,0,0,0,1,11,6,2,1768705282.1753204,107.97395873069765,0,0.6,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
90,Stich für Stich nachhaltig – Sticken fürs Klima,,0,0,0,1,0,0,4,3,1,1768705517.656073,63.57685613632202,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
91,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,0,0,0,0,0,1,4,1,1,1768705655.8342593,11.45800232887268,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
92,Mitmachexperiment,Mitmachexperiment,0,0,0,0,0,1,5,2,1,1768705754.1218846,40.245604038238525,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
93,17:30-21:30 Uhr,,0,0,0,1,0,0,10,5,2,1768705937.704996,82.55179047584534,0,0.0,1,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
94,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Westen,0,0,0,0,0,1,6,2,1,1768706119.4942994,33.233763217926025,0,0.33333333333333337,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
95,Spiel,Spiel,0,0,0,0,0,1,6,3,1,1768706288.97381,59.40611815452576,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
96,Geeignet für Kinder,jedes Alter,0,0,0,0,0,1,4,2,1,1768706463.2885466,32.73302388191223,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
97,17:00-22:00 Uhr,17:00-22:00 Uhr,0,0,0,0,0,1,4,3,1,1768706619.1722505,47.419458627700806,1,1.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
98,Saturday SatelLight Fever – wofür braucht der Satellit Licht?,Nachhaltiges Gebäck im Geschmackslabor,0,0,0,0,0,1,12,5,2,1768706811.2117057,98.20697546005248,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
99,Karriere und Jobs an der TU Berlin,Infostand Ingenieure ohne Grenzen e. V.,0,0,0,0,0,1,6,3,1,1768707088.156782,61.52403926849365,0,0.0,0,formatog_noctx_d3_p3,1,llama3.3:70b,lndw25
0,https://www.langenachtderwissenschaften.de/programm/detail/51327,,0,0,0,0,0,0,0,1,0,1768687146.9304223,11.257041215896606,0,0.0,1,cot,1,llama3.3:70b,lndw25
1,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",,0,0,0,0,0,0,0,1,0,1768687336.5984042,19.32023334503174,0,0.0,1,cot,1,llama3.3:70b,lndw25
