question_index,expected_answer,answer,has_err_instruction,has_err_format,has_err_graph,has_err_other,has_err_agent,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,is_kg_and_correct,has_err,has_err_and_correct,method,rep
10,Chatbots zur Stärkung der Demokratie,Lernen,0,0,0,0,0,0,0,1,0,1767983131.5459054,3.284351587295532,0,0.0,0,0,0,0,io_few_shot,1
11,Live-Musik,Workshop,0,0,0,0,0,0,0,1,0,1767983204.7680006,3.3473360538482666,0,0.0,0,0,0,0,io_few_shot,1
12,17:00-21:30 Uhr,2024-09-15 bis 2024-09-17,0,0,0,0,0,0,0,1,0,1767983275.4413223,4.146167278289795,0,0.0,0,0,0,0,io_few_shot,1
13,https://www.langenachtderwissenschaften.de/programm/detail/51498,https://www.fes.de/de/veranstaltung/quantum-walks-gegen-drunkard-s-walk-wie-quantenteilchen-schneller-ans-ziel-kommen,0,0,0,0,0,0,0,1,0,1767983346.8142977,8.38180136680603,0,0.0,0,0,0,0,io_few_shot,1
14,25,100 Jahre Entdeckung des Röntgens,0,0,0,0,0,0,0,1,0,1767983426.0451202,4.198212385177612,0,0.0,0,0,0,0,io_few_shot,1
15,https://www.langenachtderwissenschaften.de/programm/detail/51151,https://www.ilr.mittelbau.uni-berlin.de/raum-f-032/,0,0,0,0,0,0,0,1,0,1767983498.6804793,8.108922243118286,0,0.0,0,0,0,0,io_few_shot,1
16,Juri Mertens,,0,0,0,0,0,0,0,1,0,1767983599.8650682,5.6803131103515625,0,0.0,1,0,0,0,io_few_shot,1
17,"Wissensmarkt (HZA)
Verlängerte Hertzallee
10623 Berlin
",In Afrika,0,0,0,0,0,0,0,1,0,1767983699.7615232,2.689332962036133,0,0.0,0,0,0,0,io_few_shot,1
18,https://www.langenachtderwissenschaften.de/programm/detail/51348,brauereien.de,0,0,0,0,0,0,0,1,0,1767983791.6297832,3.069490909576416,0,0.0,0,0,0,0,io_few_shot,1
19,17:30-23:15 Uhr,"06. November 2022, 10:00 bis 16:00 Uhr",0,0,0,0,0,0,0,1,0,1767983842.8327053,4.891464710235596,0,0.22222222222222224,0,0,0,0,io_few_shot,1
20,"Das Open-Battery-Projekt bietet eine offene Transferplattform für Software- und Hardwarekomponenten, die um ein batteriegestütztes Photovoltaiksystem mit Netzanschluss angesiedelt sind. Dieser quelloffene Ansatz des Projekts ermöglicht es Privatpersonen, Vereinen, Communitys oder Unternehmen auf der ganzen Welt, an der Energiewende teilzunehmen und sie mitzugestalten. Aktuell befindet sich das Open-Battery-Projekt in der Entwicklungsphase. Hardware- und Softwarekomponenten werden zusammen mit Student:innen ausgelegt, aufgebaut und getestet.",Open-Source-Hardware-Plattform für kostengünstige Energie- und Speichersysteme,0,0,0,0,0,0,0,1,0,1767983142.412927,5.124330043792725,0,0.07017543859649122,0,0,0,0,io_few_shot,1
21,23:30-00:00 Uhr,15:30,0,0,0,0,0,0,0,1,0,1767983228.7031405,3.430590867996216,0,0.0,0,0,0,0,io_few_shot,1
22,Studentisches Projekt „Automatisiertes Fahren“,Internationale Grüne Woche,0,0,0,0,0,0,0,1,0,1767983348.421259,4.5464348793029785,0,0.0,0,0,0,0,io_few_shot,1
23,Science Slam – Brainpower mit Entertainment-Faktor,ZDF-Fernsehgarten,0,0,0,0,0,0,0,1,0,1767983463.0226543,4.906267881393433,0,0.0,0,0,0,0,io_few_shot,1
24,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Saturday Night Live,0,0,0,0,0,0,0,1,0,1767983513.0907905,3.342989444732666,0,0.0,0,0,0,0,io_few_shot,1
25,Science Slam – Brainpower mit Entertainment-Faktor,The Tonight Show Starring Jimmy Fallon,0,0,0,0,0,0,0,1,0,1767983621.5806396,3.0488884449005127,0,0.0,0,0,0,0,io_few_shot,1
26,Turbulentes Chaos: Wie können numerische Simulationen helfen?,Conan,0,0,0,0,0,0,0,1,0,1767983701.8462992,3.2801761627197266,0,0.0,0,0,0,0,io_few_shot,1
27,⚡ Blitztastisch! Die elektrisierende Energieshow für Kinder,,0,0,0,0,0,0,0,1,0,1767983775.7803228,3.336970090866089,0,0.0,1,0,0,0,io_few_shot,1
28,Papier macht kreativ – Blumen basteln in der Gartenbaubibliothek,Studierendenservice,0,0,0,0,0,0,0,1,0,1767983838.31293,3.5910918712615967,0,0.0,0,0,0,0,io_few_shot,1
29,Quantum Walks vs. Drunkard‘s Walk – wie Quantenteilchen schneller ans Ziel kommen,Vortrag von Frank-Walter Steinmeier,0,0,0,0,0,0,0,1,0,1767983922.0665953,3.2922720909118652,0,0.0,0,0,0,0,io_few_shot,1
30,Lokfahren für Anfänger:innen,Deutsches Bahnhofsmuseum,0,0,0,0,0,0,0,1,0,1767982384.4954424,3.846815347671509,0,0.0,0,0,0,0,io_few_shot,1
31,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Bingo,0,0,0,0,0,0,0,1,0,1767982501.6698802,3.969504833221435,0,0.0,0,0,0,0,io_few_shot,1
32,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Keine Angabe vorhanden,0,0,0,0,0,0,0,1,0,1767982635.5172927,4.639933347702026,0,0.0,0,0,0,0,io_few_shot,1
33,Eine „Lesepfote“ zu Gast in der Bibliothek,Die Berliner Festspiele,0,0,0,0,0,0,0,1,0,1767983415.9587898,3.789283990859986,0,0.0,0,0,0,0,io_few_shot,1
34,Kopf trifft Körper: Teste deine Fitness und Motorik im TU-SportLab!,Sportwettkampf,0,0,0,0,0,0,0,1,0,1767983509.1543784,4.9256439208984375,0,0.0,0,0,0,0,io_few_shot,1
35,"Haus des Lernens (MAR)
Marchstraße 23
10587 Berlin
Raum MAR 0.011 (EG)",Europahaus,0,0,0,0,0,0,0,1,0,1767983641.17538,3.763054132461548,0,0.0,0,0,0,0,io_few_shot,1
36,Roboter im öffentlichen Raum: Mensch und Maschine mitten im Leben,Das Haus der kleinen Dinge,0,0,0,0,0,0,0,1,0,1767983761.4887583,3.639999866485596,0,0.0,0,0,0,0,io_few_shot,1
37,Tourismushistorischer Dia- und Filmabend,Die Kulturschau,0,0,0,0,0,0,0,1,0,1767983930.2376025,4.256692886352539,0,0.0,0,0,0,0,io_few_shot,1
38,5 Euro,,0,0,0,0,0,0,0,1,0,1767984043.665364,4.123220682144165,0,0.0,1,0,0,0,io_few_shot,1
39,jedes Alter,0-3 Jahre,0,0,0,0,0,0,0,1,0,1767984135.4638402,3.8169972896575928,0,0.0,0,0,0,0,io_few_shot,1
40,Technische Universität Berlin,Länder der Norddeutschen Landwirtschaftsvereins (NLD),0,0,0,0,0,0,0,1,0,1767982328.181394,5.292705297470093,0,0.0,0,0,0,0,io_few_shot,1
41,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),Landesverband der Naturparkfreunde in Niederösterreich,0,0,0,0,0,0,0,1,0,1767982382.880448,4.454392671585083,0,0.0,0,0,0,0,io_few_shot,1
42,New Practice in Art and Technology / Workshops,,0,0,0,0,0,0,0,1,0,1767982498.0706182,4.18225884437561,0,0.0,1,0,0,0,io_few_shot,1
43,Veranstaltung auf Englisch,Deutsch,0,0,0,0,0,0,0,1,0,1767982621.9528413,3.156339168548584,0,0.0,0,0,0,0,io_few_shot,1
44,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,Nacht der Philosophie und Poesie,0,0,0,0,0,0,0,1,0,1767983419.454188,4.767146110534668,0,0.14285714285714288,0,0,0,0,io_few_shot,1
45,21:00-21:20 Uhr,13. Januar 2024,0,0,0,0,0,0,0,1,0,1767983534.291695,4.391016244888306,0,0.0,0,0,0,0,io_few_shot,1
46,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,"Das ist nicht klar, aber der Campus bietet verschiedene Möglichkeiten für kulturelle und musikalische Aktivitäten.",0,0,0,0,0,0,0,1,0,1767983620.8016446,7.420287132263184,0,0.17391304347826086,0,0,0,0,io_few_shot,1
47,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,"Führung in der Schweiz, Basel",0,0,0,0,0,0,0,1,0,1767983747.9362805,4.747990846633911,0,0.0,0,0,0,0,io_few_shot,1
48,Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur,Der Infostand ist im Schlossgarten.,0,0,0,0,0,0,0,1,0,1767983832.5444465,4.061472654342651,0,0.0,0,0,0,0,io_few_shot,1
49,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen",Münchner und Obleute,0,0,0,0,0,0,0,1,0,1767983967.4947064,4.870348215103149,0,0.0,0,0,0,0,io_few_shot,1
50,Zukunft der Energie: nachhaltig durch KI,die Robotik-Tank-Schlacht,0,0,0,0,0,0,0,1,0,1767983158.2196877,3.579191207885742,0,0.0,0,0,0,0,io_few_shot,1
51,über 1000,12,0,0,0,0,0,0,0,1,0,1767983235.6191823,3.2765161991119385,0,0.0,0,0,0,0,io_few_shot,1
52,etwa 50,23 wissenschaftliche Einrichtungen nehmen an der LNDW teil.,0,0,0,0,0,0,0,1,0,1767983319.3436172,3.619065999984741,0,0.0,0,0,0,0,io_few_shot,1
53,Science Slam – Brainpower mit Entertainment-Faktor,StarTalk mit Neil deGrasse Tyson,0,0,0,0,0,0,0,1,0,1767983376.4777846,4.623374700546265,0,0.1818181818181818,0,0,0,0,io_few_shot,1
54,Berlin,Niedersachsen,0,0,0,0,0,0,0,1,0,1767983435.1872303,3.2563555240631104,0,0.0,0,0,0,0,io_few_shot,1
55,FaSTTUBe – das elektrische Rennauto des Formula Student Team TU Berlin,Grand Prix der Formel 1,0,0,0,0,0,0,0,1,0,1767983535.230201,4.223016023635864,0,0.0,0,0,0,0,io_few_shot,1
56,Wie moderne Mobilfunknetze funktionieren – Identitätsmanagement in 6G-Netzwerken,TED-Workshop,0,0,0,0,0,0,0,1,0,1767983668.597749,3.2217788696289062,0,0.0,0,0,0,0,io_few_shot,1
57,"Die Lange Nacht der Wissenschaften in Berlin ist ein Gemeinschaftsprojekt wissenschaftlicher sowie wissenschaftsnaher Einrichtungen der Region und findet einmal jährlich statt. Veranstalter ist der Lange Nacht der Wissenschaften e. V. (LNDW e. V.), in dem sich wissenschaftliche Einrichtungen zusammengeschlossen haben. Finanziert wird die Lange Nacht der Wissenschaften weitgehend von den beteiligten wissenschaftlichen Einrichtungen selbst. Auch die Ticketeinnahmen werden vollständig für die Finanzierung der Gesamtveranstaltung verwendet. Die Lange Nacht der Wissenschaften wird von zahlreichen Partnern aus der Region unterstützt. Über den Einsatz der Mittel entscheidet die Mitgliederversammlung des LNDW e. V.",,0,0,0,0,0,0,0,1,0,1767983780.7387064,3.5213191509246826,0,0.0,1,0,0,0,io_few_shot,1
58,"Haus der Ideen (H)
Straße des 17. Juni 135
10623 Berlin
Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)",Die Universität Siegen,0,0,0,0,0,0,0,1,0,1767983864.8004706,3.076368570327759,0,0.0,0,0,0,0,io_few_shot,1
59,17:30-23:20 Uhr,09.11.2022 bis 29.01.2023,0,0,0,0,0,0,0,1,0,1767983966.2729406,4.200678110122681,0,0.0,0,0,0,0,io_few_shot,1
60,Barrierefreier Rollstuhlzugang,Dielektrisch,0,0,0,0,0,0,0,1,0,1767983137.290998,3.674578905105591,0,0.0,0,0,0,0,io_few_shot,1
61,Experiment,Wärmeregler,0,0,0,0,0,0,0,1,0,1767983247.6265864,2.883091688156128,0,0.0,0,0,0,0,io_few_shot,1
62,Demonstration,Technik,0,0,0,0,0,0,0,1,0,1767983342.1677845,3.515784502029419,0,0.0,0,0,0,0,io_few_shot,1
63,Fluoreszierender Wärmeübertrager,Langen Nacht der Wissenschaften,0,0,0,0,0,0,0,1,0,1767983474.616117,3.650883436203003,0,0.0,0,0,0,0,io_few_shot,1
64,Technische Universität Berlin,Forschungszentrum Jülich,0,0,0,0,0,0,0,1,0,1767983566.026956,3.442213535308838,0,0.0,0,0,0,0,io_few_shot,1
65,Technische Universität Berlin,"Landesamt für Natur, Umwelt und Geologie Nordrhein-Westfalen",0,0,0,0,0,0,0,1,0,1767983609.9469552,4.385151624679565,0,0.0,0,0,0,0,io_few_shot,1
66,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Universitäten und Forschungseinrichtungen,0,0,0,0,0,0,0,1,0,1767983702.7657752,3.5934276580810547,0,0.0,0,0,0,0,io_few_shot,1
67,Mitmachexperiment,Film,0,0,0,0,0,0,0,1,0,1767983778.6000936,2.7863099575042725,0,0.0,0,0,0,0,io_few_shot,1
68,Ausstellung,Diskussion,0,0,0,0,0,0,0,1,0,1767983867.8228178,3.0301504135131836,0,0.0,0,0,0,0,io_few_shot,1
69,Wissenschaftliche Ergebnisse offen zugänglich machen durch Information Management,Open-Science-Kongress,0,0,0,0,0,0,0,1,0,1767983909.9601514,3.319459915161133,0,0.0,0,0,0,0,io_few_shot,1
70,17:00-00:00 Uhr,,0,0,0,0,0,0,0,1,0,1767983146.351837,3.881891012191773,0,0.0,1,0,0,0,io_few_shot,1
71,Geeignet für Kinder,Forschungseinrichtungen,0,0,0,0,0,0,0,1,0,1767983232.188837,3.177659511566162,0,0.0,0,0,0,0,io_few_shot,1
72,17:00-17:15 Uhr,13. Oktober 2012,0,0,0,0,0,0,0,1,0,1767983324.2704418,3.519010543823242,0,0.0,0,0,0,0,io_few_shot,1
73,"Im Fahrsimulator erleben fahrende Personen realitätsnahes Fahrverhalten mit Rundumsicht. Eine Fahrdynamiksimulation erzeugt das realistische Lenkgefühl, die aktive Pedalerie ermöglicht zum Beispiel das bekannte ABS-Ruckeln. Beim Bremsen und Beschleunigen nickt das Fahrzeug, in Kurven wankt es. Kenngrößen der Mensch-Fahrzeug-Interaktion und des Fahrzustands werden aufgezeichnet und ermöglichen eine Bewertung von Fahrfunktionen und Fahrleistung. So können sicherheitskritische Situationen und deren Beherrschbarkeit bis in den Grenzbereich erprobt und untersucht werden. Geeignet ab 15 Jahren.",Simulation des Fahrverhaltens von Kraftfahrzeugen,0,0,0,0,0,0,0,1,0,1767983458.0720603,9.856293678283691,0,0.030769230769230767,0,0,0,0,io_few_shot,1
74,21:45-22:00 Uhr,24. Januar 2024,0,0,0,0,0,0,0,1,0,1767983577.035886,3.546995162963867,0,0.0,0,0,0,0,io_few_shot,1
75,Demonstration,,0,0,0,0,0,0,0,1,0,1767983684.8700502,4.237270832061768,0,0.0,1,0,0,0,io_few_shot,1
76,Barrierefreier Rollstuhlzugang,Open Access,0,0,0,0,0,0,0,1,0,1767983765.2282982,2.4121460914611816,0,0.0,0,0,0,0,io_few_shot,1
77,17:00-22:00 Uhr,12:00 Uhr bis 18:00 Uhr,0,0,0,0,0,0,0,1,0,1767983851.969059,3.4999918937683105,0,0.28571428571428575,0,0,0,0,io_few_shot,1
78,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)","Belvedere, Wien",0,0,0,0,0,0,0,1,0,1767983923.143149,3.37195086479187,0,0.0,0,0,0,0,io_few_shot,1
79,Mitmachexperiment,Festival,0,0,0,0,0,0,0,1,0,1767984002.119967,2.8024418354034424,0,0.0,0,0,0,0,io_few_shot,1
80,Geeignet für Kinder,für Menschen mit Intelligenzbezogenen Fehlbildungen,0,0,0,0,0,0,0,1,0,1767983134.5620463,4.3504157066345215,0,0.25,0,0,0,0,io_few_shot,1
81,Detektive im Heizungskeller: intelligente Messtechnik für die Wärmewende von „Delta Heat“,Infostand: Energie,0,0,0,0,0,0,0,1,0,1767983215.2093525,3.38443922996521,0,0.0,0,0,0,0,io_few_shot,1
82,Future Security Lab – Sicherheitsforschung zum Anfassen,Fachtagung oder eine Ausstellung,0,0,0,0,0,0,0,1,0,1767983303.2374454,3.732886791229248,0,0.0,0,0,0,0,io_few_shot,1
83,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",Zitadelle Spandau,0,0,0,0,0,0,0,1,0,1767983391.1369653,4.787979364395142,0,0.0,0,0,0,0,io_few_shot,1
84,17:00-00:00 Uhr,2023-10-23 to 2023-10-25,0,0,0,0,0,0,0,1,0,1767983476.622133,5.289972305297852,0,0.0,0,0,0,0,io_few_shot,1
85,Geeignet für Kinder,,0,0,0,0,0,0,0,1,0,1767983572.8183715,4.3435657024383545,0,0.0,1,0,0,0,io_few_shot,1
86,Installation,,0,0,0,0,0,0,0,1,0,1767983655.4136207,4.236022233963013,0,0.0,1,0,0,0,io_few_shot,1
87,Zukunft der Energie: nachhaltig durch KI,Die Deutsche Bahn,0,0,0,0,0,0,0,1,0,1767983742.4418614,2.677638530731201,0,0.0,0,0,0,0,io_few_shot,1
88,Zukunft der Energie: nachhaltig durch KI,Zugspitze-Bahn,0,0,0,0,0,0,0,1,0,1767983818.788633,4.650224447250366,0,0.0,0,0,0,0,io_few_shot,1
89,Future Security Lab – Sicherheitsforschung zum Anfassen,Brandenburger Tor,0,0,0,0,0,0,0,1,0,1767983882.5347028,3.5163722038269043,0,0.0,0,0,0,0,io_few_shot,1
90,Stich für Stich nachhaltig – Sticken fürs Klima,Fleiss-Tag der Schule,0,0,0,0,0,0,0,1,0,1767983129.3130352,3.684065818786621,0,0.0,0,0,0,0,io_few_shot,1
91,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,Förderprogramm,0,0,0,0,0,0,0,1,0,1767983167.7513173,3.293522357940674,0,0.0,0,0,0,0,io_few_shot,1
92,Mitmachexperiment,Veranstaltungsreihe: Survival-Tutorials,0,0,0,0,0,0,0,1,0,1767983275.7627995,3.276003360748291,0,0.0,0,0,0,0,io_few_shot,1
93,17:30-21:30 Uhr,17. August - 19. August,0,0,0,0,0,0,0,1,0,1767983340.171075,3.572490930557251,0,0.0,0,0,0,0,io_few_shot,1
94,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Westen,0,0,0,0,0,0,0,1,0,1767983450.0123029,2.9773824214935303,0,0.33333333333333337,0,0,0,0,io_few_shot,1
95,Spiel,Diskussion,0,0,0,0,0,0,0,1,0,1767983554.0148146,2.6864013671875,0,0.0,0,0,0,0,io_few_shot,1
96,Geeignet für Kinder,für Schüler ab der 5. Klasse,0,0,0,0,0,0,0,1,0,1767983660.2536514,3.4749112129211426,0,0.25,0,0,0,0,io_few_shot,1
97,17:00-22:00 Uhr,,0,0,0,0,0,0,0,1,0,1767983748.4018953,3.2404611110687256,0,0.0,1,0,0,0,io_few_shot,1
98,Saturday SatelLight Fever – wofür braucht der Satellit Licht?,Sternenjäger,0,0,0,0,0,0,0,1,0,1767983883.9943738,5.493982791900635,0,0.0,0,0,0,0,io_few_shot,1
99,Karriere und Jobs an der TU Berlin,Bundesligafussball,0,0,0,0,0,0,0,1,0,1767983967.628308,3.238966941833496,0,0.0,0,0,0,0,io_few_shot,1
0,https://www.langenachtderwissenschaften.de/programm/detail/51327,https://tu-berlin.zoom.us/j/62244894793,1,0,0,0,0,0,4,2,1,1767983087.2772024,21.825666904449463,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
1,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Lange Nacht der Wissenschaften 2025,0,0,0,0,0,1,6,2,1,1767983164.6484306,20.100877285003666,0,0.0,0,0,0,0,formatog_noctx_d3_p3,1
2,"Wie kann man Dinge zum Schweben bringen? Student:innen des Projektlabors Physik zeigen euch physikalische Zaubertricks, die Alltagsgegenstände schwerelos machen können. Auch lebendige Flüssigkeiten und optische Täuschungen laden zum Mitmachen und Anfassen ein. Geeignet für Kinder ab 6 Jahren.",Langenacht der Wissenschaften,1,0,0,0,0,0,3,2,1,1767983244.1044393,13.452328443527222,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
3,Programmieren lernen für Kinder und Einsteiger:innen,Barrierefreier Rollstuhlzugang,0,0,0,0,0,1,4,2,1,1767983314.357374,22.273520708084103,0,0.0,0,0,0,0,formatog_noctx_d3_p3,1
4,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Quantenwelt,0,0,0,0,0,1,4,2,1,1767983386.4325018,20.028151512145996,0,0.029411764705882353,0,0,0,0,formatog_noctx_d3_p3,1
5,https://www.langenachtderwissenschaften.de/programm/detail/51248,,1,0,0,0,0,0,4,3,1,1767983474.592789,31.222829818725582,0,0.0,1,0,1,0,formatog_noctx_d3_p3,1
6,"Unsere Forschungsgruppe baut Organoide, organähnliche Strukturen, aus humanen Stammzellen, um Tierexperimente in der Forschung zu reduzieren. Durch die Kombination von Organoiden simulieren wir in sogenannten Organ-Chips die komplexen Organ-Interaktionen des menschlichen Körpers. Wir erklären Konzept und Funktionsweise solcher Organ-Chips. Es werden Anwendungsgebiete in der Aufklärung pathologischer Prozesse und in der Medikamenten-Entwicklung zur Reduktion von Tierexperimenten dargestellt. Besucher:innen können Organ-Chips zusammenbauen und die magnetische Zellsortierung ausprobieren.",Tierversuche,0,0,0,0,0,1,5,3,1,1767983588.1628604,34.375996351242065,0,0.0,0,0,0,0,formatog_noctx_d3_p3,1
7,https://www.langenachtderwissenschaften.de/programm/detail/51514,https://fsttueberlin.de/,1,0,0,0,0,0,6,3,1,1767983697.4217997,35.95994830131531,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
8,"Gestalte Straßen, Radwege, Brücken und mehr mit Klemmbausteinen, und lerne spielerisch, wie moderne Verkehrsplanung funktioniert. Ihr lernt die Funktionen von Straßen kennen, die passenden Verkehrsmittel, um verschiedene Orte zu erreichen, sowie ein Konzept, wie Verkehr nachhaltiger werden kann. Für Kinder ab 6 Jahren und Erwachsene – für alle Altersgruppen ist etwas dabei! Jeder Gast erhält Bausteine, um unsere Stadt wachsen zu lassen. Komm vorbei, und werde Verkehrsplaner:in für einen Abend!",VW SimCity ist ein simulierbares Stadtspiel von Volkswagen,1,0,0,0,0,0,5,3,1,1767983798.4007995,25.887480974197388,0,0.054794520547945216,0,0,1,0,formatog_noctx_d3_p3,1
9,"Testen Sie Ihr Wissen über das Universum, und gewinnen Sie kleine Preise – solange der Vorrat reicht! Geeignet ab 6 Jahren.",Astronomie,1,0,0,0,0,0,4,3,1,1767983906.4637277,40.11274337768555,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
10,Chatbots zur Stärkung der Demokratie,"Seminar, Vorlesung oder Praktikum",1,0,0,0,0,0,3,2,1,1767983078.0217216,14.74882435798645,0,0.0,0,0,1,0,formatog_noctx_d3_p3,1
