metric,method,count,mean,std,min,25%,50%,75%,max,sum
is_kg_based_answer,formatog_d3_p3,100.0,0.57,0.497569851956243,0.0,0.0,1.0,1.0,1.0,57.0
is_kg_based_answer,formatog_noctx_d3_p3,100.0,0.53,0.5016135580465918,0.0,0.0,1.0,1.0,1.0,53.0
is_kg_based_answer,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,formatog_d3_p3,100.0,0.1,0.30151134457776363,0.0,0.0,0.0,0.0,1.0,10.0
is_kg_and_correct,formatog_noctx_d3_p3,100.0,0.1,0.30151134457776363,0.0,0.0,0.0,0.0,1.0,10.0
is_kg_and_correct,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_and_correct,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,formatog_d3_p3,100.0,4.01,1.3595528082365314,1.0,3.0,4.0,5.0,6.0,401.0
kg_calls,formatog_noctx_d3_p3,100.0,4.12,1.2735062551154517,1.0,3.0,4.0,5.0,6.0,412.0
kg_calls,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kg_calls,tog_d3_p3,100.0,2.02,0.8643325211229224,1.0,1.0,2.0,3.0,3.0,202.0
agent_calls,cot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,formatog_d3_p3,100.0,2.3,0.6435381994422819,1.0,2.0,2.0,3.0,4.0,230.0
agent_calls,formatog_noctx_d3_p3,100.0,2.33,0.6365151334819269,1.0,2.0,2.0,3.0,4.0,233.0
agent_calls,io_few_shot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,io_zero_shot,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
agent_calls,tog_d3_p3,100.0,3.02,0.8643325211229224,2.0,2.0,3.0,4.0,4.0,302.0
reached_depth,cot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,formatog_d3_p3,100.0,1.05,0.21904291355759034,1.0,1.0,1.0,1.0,2.0,105.0
reached_depth,formatog_noctx_d3_p3,100.0,1.06,0.23868325657594203,1.0,1.0,1.0,1.0,2.0,106.0
reached_depth,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,io_zero_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reached_depth,tog_d3_p3,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
duration,cot,100.0,11.601081247329711,26.816509816710138,4.386676073074341,6.745566368103027,7.6315391063690186,8.91734403371811,198.97824239730835,1160.1081247329712
duration,formatog_d3_p3,100.0,28.10004467010498,14.599228261309714,7.281011343002319,17.62669849395752,25.671104192733765,38.097773373126984,96.26888608932497,2810.004467010498
duration,formatog_noctx_d3_p3,100.0,24.415677301883697,11.334503535727157,5.939867734909058,15.392235159873962,21.40345335006714,32.992151856422424,59.88511037826538,2441.5677301883698
duration,io_few_shot,100.0,4.009155030250549,1.2150540677715744,2.4121460914611816,3.290291965007782,3.6295329332351685,4.3590996861457825,9.856293678283691,400.91550302505493
duration,io_zero_shot,100.0,4.825713250637055,1.4600798529432053,2.6544716358184814,3.8708444237709045,4.552430748939514,5.289501130580902,11.322878122329712,482.57132506370544
duration,tog_d3_p3,100.0,23.772970099449157,10.817401890842712,7.541388034820557,13.703241169452667,23.640565037727356,30.739796102046967,61.84691858291626,2377.2970099449158
exact_match,cot,100.0,0.01,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,1.0
exact_match,formatog_d3_p3,100.0,0.1,0.30151134457776363,0.0,0.0,0.0,0.0,1.0,10.0
exact_match,formatog_noctx_d3_p3,100.0,0.11,0.31446603773522014,0.0,0.0,0.0,0.0,1.0,11.0
exact_match,io_few_shot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_match,io_zero_shot,100.0,0.01,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,1.0
exact_match,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,cot,100.0,0.038313529025619186,0.14191163873255203,0.0,0.0,0.0,0.0,1.0,3.831352902561919
f1,formatog_d3_p3,100.0,0.13625126152585168,0.3130877871517663,0.0,0.0,0.0,0.0,1.0,13.62512615258517
f1,formatog_noctx_d3_p3,100.0,0.15115163887593008,0.3249321300525148,0.0,0.0,0.0,0.007352941176470575,1.0,15.11516388759301
f1,io_few_shot,100.0,0.0197358976403505,0.06504341933188768,0.0,0.0,0.0,0.0,0.3333333333333333,1.9735897640350502
f1,io_zero_shot,100.0,0.039710790312845266,0.1427073689334484,0.0,0.0,0.0,0.0,1.0,3.971079031284526
f1,tog_d3_p3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_no_answer,cot,100.0,0.18,0.38612291966536916,0.0,0.0,0.0,0.0,1.0,18.0
is_no_answer,formatog_d3_p3,100.0,0.04,0.1969463855669324,0.0,0.0,0.0,0.0,1.0,4.0
is_no_answer,formatog_noctx_d3_p3,100.0,0.08,0.2726599243442907,0.0,0.0,0.0,0.0,1.0,8.0
is_no_answer,io_few_shot,100.0,0.11,0.31446603773522014,0.0,0.0,0.0,0.0,1.0,11.0
is_no_answer,io_zero_shot,100.0,0.09,0.2876234912646614,0.0,0.0,0.0,0.0,1.0,9.0
is_no_answer,tog_d3_p3,100.0,0.9,0.30151134457776363,0.0,1.0,1.0,1.0,1.0,90.0
